old_spec	old_req_name	disposition	target_path	new_req_name	merge_group	rewrite_flags	confidence	rationale
passion-level	Hype Changes Require Authentication for Server-Side Persistence	KEEP	components/usecase/follow/set-hype	Hype Changes Require Authentication for Server-Side Persistence	SET-HYPE	CLASSNAME	medium	gates FollowUseCase.SetHype for unauthenticated callers; overlaps with SetHype API and Hype Level Persistence requirements
passion-level	Hype Level Persistence	KEEP	components/usecase/follow/set-hype	Hype Level Persistence	SET-HYPE		medium	cross-device persistence is the result of FollowUseCase.SetHype; overlaps with the SetHype API requirement
passion-level	SetHype API	KEEP	components/usecase/follow/set-hype	SetHype API	SET-HYPE		high	directly describes FollowUseCase.SetHype's request/response contract
passion-level	HypeLevel in ListFollowed Response	KEEP	components/usecase/follow/list-followed	HypeLevel in ListFollowed Response			high	directly describes FollowUseCase.ListFollowed's response shape
passion-level	Hype Visual Indicators on Dashboard Cards	KEEP	components/infrastructure/ui/global/live-highway	Hype Visual Indicators on Dashboard Cards		CLASSNAME	high	matched/unmatched event-card visuals live in the shared live-highway component (LiveEvent, color-generator.ts)
prod-image-tag-immutability	Non-dev Artifact Registry Docker repositories SHALL enforce tag immutability at the registry API level	OUT:runbook					high	GCP Artifact Registry provisioning policy; no user actor
prod-image-tag-immutability	Prod kustomize overlays SHALL pin image URIs to semantic version tags	OUT:runbook				CLASSNAME	high	kustomization.yaml convention; no user actor
prod-image-tag-immutability	Prod workload Deployments and CronJobs SHALL carry the app.kubernetes.io/version Recommended Label, propagated to the Pod template	OUT:runbook					high	k8s label/observability convention; no user actor
prod-image-tag-immutability	A runbook SHALL document the prod image tag pinning policy	OUT:runbook				CLASSNAME	high	explicitly requires a runbook file; no user actor
sales-phase-discovery	Dedicated Sales-Phase Searcher	KEEP	components/usecase/sales-phase/discover-for-artist	Dedicated Sales-Phase Searcher			high	describes SalesPhaseDiscoveryUseCase.DiscoverForArtist's searcher contract
sales-phase-discovery	Verbatim Extraction Discipline	KEEP	components/usecase/sales-phase/discover-for-artist	Verbatim Extraction Discipline			high	extraction discipline within DiscoverForArtist's searcher step
sales-phase-discovery	Scheduled Sales-Phase Discovery Job	KEEP	components/usecase/sales-phase/discover-for-artist	Scheduled Sales-Phase Discovery Job			medium	the scheduled job orchestrates DiscoverForArtist per series
sales-phase-discovery	Event-Driven Announcement on New Phase	KEEP	components/usecase/sales-phase/announce-discovered-phase	Event-Driven Announcement on New Phase			high	directly describes SalesPhaseAnnouncementUseCase.AnnounceDiscoveredPhase
sales-phase-discovery	Play-guide sales are classified as プレイガイド even when general	KEEP	components/usecase/sales-phase/discover-for-artist	Play-guide sales are classified as プレイガイド even when general			medium	channel-classification rule within DiscoverForArtist's extraction step
sales-phase-discovery	Lottery phases extract the application deadline and result date when published	KEEP	components/usecase/sales-phase/discover-for-artist	Lottery phases extract the application deadline and result date when published			medium	lottery-field extraction rule within DiscoverForArtist's extraction step
settings	My Home Area Preference	KEEP	components/infrastructure/ui/global/user-home-selector	My Home Area Preference			medium	user-home-selector dialog is a shared surface (also used in onboarding); SPLIT-CANDIDATE: the row-display scenario is Settings-route-specific
settings	Push Notification Toggle	KEEP	components/infrastructure/ui/route/settings	Push Notification Toggle		CLASSNAME	high	Settings route's push toggle UI and PushNotificationService wiring
settings	About Section	KEEP	components/infrastructure/ui/route/settings	About Section			high	Settings route's legal-links section
settings	Language Preference	KEEP	components/infrastructure/ui/route/settings	Language Preference		CLASSNAME	high	Settings route's language row and UserService.UpdatePreferredLanguage call
settings	Sign Out	KEEP	components/infrastructure/ui/route/settings	Sign Out			high	Settings route's sign-out control
settings	Guest-Adaptive Account Section	KEEP	components/infrastructure/ui/route/settings	Guest-Adaptive Account Section			high	Settings route's guest-vs-authenticated layout
settings	Guest Language Preference	KEEP	components/infrastructure/ui/route/settings	Guest Language Preference		CLASSNAME	high	Settings route's guest-only language change path (UserStore)
settings	Settings Page Layout and Scroll	KEEP	components/infrastructure/ui/route/settings	Settings Page Layout and Scroll			high	Settings route's header/content scroll layout
settings	Toggle Control Layout Integrity	KEEP	components/infrastructure/ui/route/settings	Toggle Control Layout Integrity			high	Settings route's toggle sizing behavior
settings	Expandable Toggle Description	KEEP	components/infrastructure/ui/route/settings	Expandable Toggle Description			high	Settings route's collapsible toggle description
settings	Privacy & Analytics Consent Toggle Labeling	KEEP	components/infrastructure/ui/route/settings	Privacy & Analytics Consent Toggle Labeling			high	Settings route's consent-toggle copy
settings	Platform-Conditional Sound Effects Hint	KEEP	components/infrastructure/ui/route/settings	Platform-Conditional Sound Effects Hint			high	Settings route's iOS-only hint
settings	Language Selector Single-Select Semantics	KEEP	components/infrastructure/ui/route/settings	Language Selector Single-Select Semantics			high	Settings route's language-selector a11y
settings	Home Area Selected-State Indicator	KEEP	components/infrastructure/ui/global/user-home-selector	Home Area Selected-State Indicator			medium	explicitly the home-area selector's own selected-state treatment, a shared dialog component
settings	Settings Async Status Live Region	KEEP	components/infrastructure/ui/route/settings	Settings Async Status Live Region			high	Settings route's live-region status announcements
settings	Toggle Hint Association And Disabled Push Row	KEEP	components/infrastructure/ui/route/settings	Toggle Hint Association And Disabled Push Row			high	Settings route's toggle-row a11y associations
settings	Settings Group List Semantics	KEEP	components/infrastructure/ui/route/settings	Settings Group List Semantics			high	Settings route's card list-semantics
settings	Email And Verification Badge Association	KEEP	components/infrastructure/ui/route/settings	Email And Verification Badge Association			high	Settings route's account-section a11y
settings	Consent Toggle Observable Binding	KEEP	components/infrastructure/ui/route/settings	Consent Toggle Observable Binding		CLASSNAME	medium	Settings route's consent toggles bind to ConsentService's observable state
settings	Language Selection Sheet Dismiss And Error Surfacing	KEEP	components/infrastructure/ui/route/settings	Language Selection Sheet Dismiss And Error Surfacing			high	Settings route's language-sheet dismiss/error behavior
settings	Settings Page Header Label	KEEP	components/infrastructure/ui/route/settings	Settings Page Header Label			high	Settings route's page-header label source
state-transition-diagram	Onboarding is a one-way latched boolean	KEEP	stories/complete-onboarding	Onboarding is a one-way latched boolean		CLASSNAME	medium	OnboardingService's latch spans dashboard-route and auth-callback-route; multi-route -> story proposal
state-transition-diagram	Coach mark is an independent, non-blocking hint	KEEP	components/infrastructure/ui/global/coach-mark	Coach mark is an independent, non-blocking hint		CLASSNAME	high	coach-mark global component activated from DiscoveryRoute, matches vocabulary global/coach-mark
state-transition-diagram	Guest data accumulates before signup and clears after merge	KEEP	stories/accumulate-guest-data-before-signup	Guest data accumulates before signup and clears after merge		CLASSNAME	medium	guest state bag spans discovery-route, my-artists-route, area-selector modal, and welcome-route; multi-route -> story proposal
venue-name-cache	Venue lookup by listed name before Places API call	KEEP	components/usecase/concert/create-from-discovered	Venue lookup by listed name before Places API call		CLASSNAME	medium	VenueRepository.GetByListedName is called from ConcertCreationUseCase.CreateFromDiscovered's venue resolution
venue-name-cache	Unique index on venue listed name and admin area	KEEP	components/entity/venue	Unique index on venue listed name and admin area			medium	uniqueness constraint is an identity invariant of entity.v1.Venue
zitadel-action-webhook	Pre-Access-Token Webhook Endpoint	OUT:design-doc				CLASSNAME	medium	backend webhook contract for Zitadel Actions v2; no fan/organizer/admin actor observes it
zitadel-action-webhook	Webhook Authentication via Zitadel-Issued JWT Signature	OUT:design-doc					medium	backend security-architecture decision (JWKS signature validation); no user actor
zitadel-action-webhook	Webhook Reachable Only Within Cluster	OUT:runbook				CLASSNAME	medium	in-cluster Service/port topology (fan-api-webhook-svc, authn.Middleware); no user actor
