old_spec	old_req_name	disposition	target_path	new_req_name	merge_group	rewrite_flags	confidence	rationale
frontend-i18n	Locale Detection	KEEP	components/infrastructure/locale/locale-detection	Locale Detection			high	Directly determines the fan's rendered language via the URL/localStorage/browser priority chain.
frontend-i18n	Translation Resource Files	OUT:lint					medium	Mostly key-naming convention (page-keyed vs entity-keyed); only the key-parity fallback scenario is fan-observable, but the convention dominates the requirement.
frontend-i18n	Template String Externalization	OUT:lint					high	Code convention requiring t-attribute bindings instead of hardcoded strings; no fan-observable behavior beyond the translation itself.
frontend-i18n	TypeScript String Externalization	OUT:lint					high	Code convention requiring I18N.tr() calls instead of hardcoded strings; no distinct fan-observable behavior.
frontend-i18n	Locale-Aware Date and Number Formatting	KEEP	components/infrastructure/locale/date-number-formatting	Locale-Aware Date and Number Formatting			high	The fan directly observes locale-specific date/number formatting.
frontend-i18n	Runtime Language Switching	KEEP	components/infrastructure/locale/language-switching	Runtime Language Switching	LANG-SWITCH		high	Fan-triggered language switch with persistence routed by authentication state.
frontend-i18n	Shared Language Switching Utility	KEEP	components/infrastructure/locale/language-switching	Runtime Language Switching	LANG-SWITCH	CLASSNAME	medium	Shared implementation of the same Runtime Language Switching behavior used by Welcome/Settings; merged into the same capability.
frontend-i18n	Locale Sourced from Backend User Entity for Authenticated Sessions	KEEP	components/infrastructure/locale/language-switching	Locale Sourced from Backend User Entity for Authenticated Sessions			medium	Authoritative locale source for authenticated fans; part of the same language-switching infra.
frontend-i18n	Legacy Key Removal After Entity Migration	DROP:historic				HISTORIC	high	Prohibits reintroducing the removed hype.* legacy keys after migration to entity.hype.*.
frontend-i18n	Anonymous Locale is a Single Source of Truth	KEEP	components/infrastructure/locale/locale-detection	Anonymous Locale is a Single Source of Truth			medium	Guarantees the language-selector highlight matches the rendered locale for anonymous fans; part of the locale-detection infra.
frontend-i18n	One-Time Migration of the Legacy `guest.language` Key	KEEP	components/infrastructure/locale/legacy-key-migration	One-Time Migration of the Legacy guest.language Key			medium	Active migration routine still required for existing installs, not merely a prohibition on reintroduction, so not purely HISTORIC.
dashboard-artist-filter	URL-driven artist filter	KEEP	components/infrastructure/ui/route/dashboard	URL-driven artist filter			high	Dashboard route's artists query-param filtering is directly observed by the fan.
dashboard-artist-filter	Filter state synchronised with URL	KEEP	components/infrastructure/ui/route/dashboard	Filter state synchronised with URL			high	URL-sync behavior scoped to the dashboard route.
dashboard-artist-filter	Filter chip UI in page header	KEEP	components/infrastructure/ui/global/fab-menu	Filter chip UI in page header			medium	Filter trigger moved from the header to the FAB action launcher (fab-menu); the header explicitly hosts no trigger.
dashboard-artist-filter	Artist-selection bottom sheet	KEEP	components/infrastructure/ui/global/bottom-sheet	Artist-selection bottom sheet			high	Filter selection UI is a bottom-sheet instance.
dashboard-artist-filter	Push notification deep-link to filtered dashboard	KEEP	components/infrastructure/ui/route/dashboard	Push notification deep-link to filtered dashboard			medium	Deep-link lands on and filters the dashboard route; push delivery mechanics themselves are covered elsewhere.
dashboard-artist-filter	Filter availability for guest users	KEEP	components/infrastructure/ui/route/dashboard	Filter availability for guest users			high	Guest-mode access rule for the dashboard's filter feature.
ci-optimization	Workflows cancel superseded runs	OUT:runbook					high	CI workflow concurrency config; no fan or organizer actor.
ci-optimization	Workflows declare minimum required permissions	OUT:runbook					high	CI token permission policy; no user actor.
ci-optimization	Frontend CI enforces code quality gates	OUT:runbook					high	CI quality-gate jobs; no user actor.
ci-optimization	Frontend CI reports coverage on PRs	OUT:runbook					high	CI coverage-reporting mechanics; no user actor.
ci-optimization	Backend CI enforces format correctness	OUT:lint					high	gofmt formatting check is a lint rule; no user actor.
ci-optimization	Atlas migration lint runs without Atlas Cloud	OUT:runbook					high	CI migration-lint operational constraint; no user actor.
ci-optimization	Benchmark workflow uses consistent Postgres version	OUT:runbook					high	CI benchmark infra config; no user actor.
ci-optimization	Both repos have a CI success gate job	OUT:runbook					high	CI branch-protection gate job; no user actor.
ci-optimization	Claude code review runs via a single org-wide reusable workflow	OUT:runbook					high	Org-wide CI review workflow plumbing; no user actor.
ci-optimization	Claude review posts advisory inline comments on pull requests	OUT:runbook					high	CI review-comment mechanics; no user actor.
ci-optimization	Branch protection gates merges on CI Success only	OUT:runbook					high	Branch-protection policy; no user actor.
onboarding-page-help	Persistent Help Icon in Onboarding Pages	KEEP	components/infrastructure/ui/global/page-help	Persistent Help Icon in Onboarding Pages			high	Directly describes the page-help launcher item and its bottom-sheet, matching the page-help global component.
onboarding-page-help	Auto-open on First Page Visit	KEEP	components/infrastructure/ui/global/page-help	Auto-open on First Page Visit			high	Auto-open behavior of the page-help bottom-sheet on first visit.
onboarding-page-help	Page-specific Help Content	KEEP	components/infrastructure/ui/global/page-help	Page-specific Help Content			high	Per-page help content rendered inside the page-help bottom-sheet.
onboarding-page-help	Multi-section help sheet structure	KEEP	components/infrastructure/ui/global/page-help	Multi-section help sheet structure			high	Structural composition of the page-help bottom-sheet's sub-sections.
onboarding-page-help	Hype tier table is a 3-column grid	KEEP	components/infrastructure/ui/global/page-help	Hype tier table is a 3-column grid			high	Layout of the hype tier explanation inside the page-help bottom-sheet, fan-observable.
onboarding-page-help	Help sheet visual readability	KEEP	components/infrastructure/ui/global/page-help	Help sheet visual readability			medium	Design-token usage for the help sheet; still fan-observable as text readability.
onboarding-page-help	Top-layer Popover Text Color Inheritance	KEEP	components/infrastructure/ui/global/bottom-sheet	Top-layer Popover Text Color Inheritance			medium	Cross-cutting popover/dialog text-color rule; bottom-sheet is the dominant fan-observable example given.
onboarding-page-help	Help seen flags cleared on onboarding reset	KEEP	components/infrastructure/ui/global/page-help	Help seen flags cleared on onboarding reset			high	Controls whether page-help auto-opens again after an onboarding reset.
artist-following	Follow Relationship Data Model	KEEP	components/usecase/follow/follow	Follow Relationship Data Model			medium	Two of three scenarios describe the Follow operation (identity resolution, record creation, NOT_FOUND); entity-vs-usecase tie-break applied toward usecase, SPLIT-CANDIDATE noted for the passion_level default.
artist-following	ListFollowed Response	KEEP	components/usecase/follow/list-followed	ListFollowed Response			high	Directly matches the ListFollowed usecase and its response/observable update contract.
artist-following	ArtistFilterBar sheet initializes pendingIds from followedArtists	KEEP	components/infrastructure/ui/global/artist-filter-bar	Filter sheet initializes selection from followed artists		CLASSNAME	medium	Describes pendingIds initialization inside the artist-filter-bar component; title renamed away from the implementation-typed ArtistFilterBar/pendingIds phrasing.
artist-following	Idempotent Unfollow Logic	KEEP	components/usecase/follow/unfollow	Idempotent Unfollow Logic			high	Directly matches the Unfollow usecase's idempotency contract.
artist-following	Follow CTA in Event Detail Sheet	KEEP	components/infrastructure/ui/global/bottom-sheet	Follow CTA in Event Detail Sheet			medium	EventDetailSheet is a bottom-sheet instance per the semantic-dom capability's dialog-consolidation requirement; tie-break applied.
interaction-feedback	Immediate tactile acknowledgement on press	NEEDS_HUMAN					low	App-wide cross-cutting press-feedback primitive applied to every tappable control; no matching route/global vocabulary target.
interaction-feedback	Layout-preserving skeleton loading	KEEP	components/infrastructure/ui/route/dashboard	Layout-preserving skeleton loading			medium	Dashboard is given as the dominant example of skeleton-loading content; tie-break applied for this cross-cutting pattern.
interaction-feedback	Haptic feedback for meaningful confirmations	NEEDS_HUMAN					low	App-wide generalized haptic-feedback primitive (follow/unfollow and beyond); no matching route/global vocabulary target.
interaction-feedback	Animated list enter and exit	KEEP	components/infrastructure/ui/route/my-artists	Animated list enter and exit			medium	Unfollow list-item animation is exemplified on the My Artists route; tie-break applied for this cross-cutting pattern.
interaction-feedback	Animated selection state	KEEP	components/infrastructure/ui/global/bottom-nav-bar	Animated selection state			medium	Bottom-nav tab selection morph is the dominant example; filter chips also mentioned, SPLIT-CANDIDATE noted.
interaction-feedback	Expression budget and accessibility guarantees	OUT:design-doc					medium	Material 3 expression-budget design policy/guideline, not a single observable behavior.
otel-collector-deployment	OTel Collector Kubernetes Deployment	OUT:runbook					high	K8s Deployment/Service manifest for telemetry infra; no user actor.
otel-collector-deployment	Workload Identity for Cloud Trace Authentication	OUT:runbook					high	GCP Workload Identity wiring; no user actor.
otel-collector-deployment	Backend Trace Export Configuration	OUT:runbook					high	Backend env-var config for trace export; no user actor.
otel-collector-deployment	Cost-Optimized Resource Configuration	OUT:runbook					high	Spot VM / resource-limits policy; no user actor.
otel-collector-deployment	ArgoCD GitOps Management	OUT:runbook					high	ArgoCD Application management; no user actor.
otel-collector-deployment	Filter rule scope is documented in the ConfigMap	OUT:runbook					high	Operator-facing ConfigMap documentation; no user actor.
otel-collector-deployment	Metric ingest volume is observable	OUT:runbook					high	Operator billing-metric verification; no user actor.
api-rate-limiting	Per-user rate limiting for authenticated endpoints	OUT:design-doc					medium	Backend self-protection mechanism (token bucket) rather than a fan-directed product feature; cross-cutting like CORS/telemetry.
api-rate-limiting	Per-IP rate limiting for unauthenticated endpoints	OUT:design-doc					medium	Backend self-protection mechanism for public endpoints; cross-cutting infra concern.
api-rate-limiting	Rate limiter interceptor placement	OUT:design-doc					high	Interceptor chain ordering is an implementation/architecture decision; no user actor.
api-rate-limiting	Rate limiter memory management	OUT:design-doc					high	Idle-entry eviction is an implementation detail; no user actor.
api-rate-limiting	Rate limit configuration via environment variables	OUT:design-doc					high	Environment-variable configuration mechanism; no user actor.
apex-frontend-serving	Apex hostname SHALL be served end-to-end via the GKE Gateway with a Google-managed TLS certificate	OUT:runbook					high	Gateway/TLS/cert provisioning for the apex domain; deployment infra, no user actor.
apex-frontend-serving	Apex serving SHALL route to the `fan-web-app` frontend Service via HTTPRoute hostname matching	OUT:runbook					high	HTTPRoute hostname-matching wiring; deployment infra, no user actor.
apex-frontend-serving	Apex serving SHALL NOT use Cloudflare Proxy on initial deploy	OUT:runbook					high	DNS-proxy configuration decision; deployment infra, no user actor.
apex-frontend-serving	Apex serving prod-stack resources SHALL be `protect: true`	OUT:runbook					high	Pulumi resource-protection flagging; deployment infra, no user actor.
aurelia-reactivity	Watch-based reactive observation	OUT:lint					high	Framework-usage convention (@watch decorator); no user actor.
aurelia-reactivity	Computed property caching	OUT:lint					high	Framework-usage convention (@computed decorator); no user actor.
aurelia-reactivity	Batched multi-property updates	OUT:lint					high	Framework-usage convention (batch()); no user actor.
aurelia-reactivity	Observable for side-effect properties	OUT:lint					high	Framework-usage convention (@observable decorator); no user actor.
aurelia-reactivity	Collection observation via native Set binding	OUT:lint					high	Template-binding convention for Set.has(); no user actor.
discovery-bubble-cache	Discovery bubble pool is cached in ArtistStore singleton	KEEP	components/infrastructure/ui/route/discovery	Discovery bubble pool caching on re-entry		CLASSNAME	medium	Fan-observable instant repaint of the Discovery bubble field on re-entry; title renamed away from the implementation-typed ArtistStore singleton phrasing.
discovery-bubble-cache	Re-entry preserves the in-session bubble field	KEEP	components/infrastructure/ui/route/discovery	Re-entry preserves the in-session bubble field			medium	Fan-observable field-preservation behavior on returning to the Discovery route within a session.
goroutine-leak-detection	Goroutine leak profile is exposed	OUT:runbook					high	Operator-facing runtime profiling endpoint; no fan/organizer actor.
goroutine-leak-detection	Detected goroutine leaks raise an alert	OUT:runbook					high	Operations alerting; no user actor.
goroutine-leak-detection	Leak detection complements existing consumer health signals	OUT:runbook					high	Operations alerting scope/documentation; no user actor.
semantic-dom	Semantic HTML element usage	OUT:lint					high	Markup-element convention (dialog/footer/section over div); no user actor.
semantic-dom	Minimal div nesting depth	OUT:lint					high	Template-nesting-depth convention; no user actor.
semantic-dom	Dialog consolidation to bottom-sheet CE	OUT:design-doc					high	Architecture/refactor decision to route all dialogs through the bottom-sheet primitive; same visual outcome, no fan-observable difference.
semantic-dom	Prompt consolidation to toast CE	OUT:design-doc					high	Architecture/refactor decision to route all top prompts through the toast primitive; same visual outcome, no fan-observable difference.
artist-auto-persist	Auto-persist external artists during ListTop	KEEP	components/usecase/artist/list-top	Auto-persist external artists during ListTop			high	Directly matches the ListTop usecase's persistence contract, affecting IDs returned to the fan.
artist-auto-persist	Auto-persist external artists during ListSimilar	KEEP	components/usecase/artist/list-similar	Auto-persist external artists during ListSimilar			high	Directly matches the ListSimilar usecase's persistence contract.
artist-auto-persist	Handle artists without MBID	KEEP	components/usecase/artist/list-top	Handle artists without MBID			medium	Applies to both ListTop and ListSimilar persistence; ListTop chosen as primary, SPLIT-CANDIDATE noted for ListSimilar.
private-google-access	Private DNS zone for googleapis.com	OUT:runbook					high	Private Cloud DNS zone/VIP config; network infra, no user actor.
private-google-access	Google API traffic bypasses Cloud NAT	OUT:runbook					high	Cloud NAT routing behavior; network infra, no user actor.
private-google-access	Reachability of services not protected by VPC Service Controls	OUT:runbook					high	PGA VIP reachability for services like FCM; network infra decision, no direct fan/organizer actor even though push delivery depends on it.
organizer-console-hosting	Serve the organizer console at a dedicated per-env host	OUT:runbook					medium	HTTPRoute/cert/DNS provisioning for the organizer console host; deployment infra, not a product feature the organizer interacts with directly.
organizer-console-hosting	Serve a per-host organizer config	OUT:runbook					medium	Per-host /config.json serving is deployment/runtime-config infra, not user-facing product behavior.
