old_spec	old_req_name	disposition	target_path	new_req_name	merge_group	rewrite_flags	confidence	rationale
onboarding-popover-guide	Popover guide on discover page entry during onboarding	KEEP	components/infrastructure/ui/route/discovery	Popover guide on discover page entry during onboarding			high	closes entirely within the discover route
organizer-console	Bundle isolation from the consumer SPA and admin console	OUT:design-doc				CLASSNAME	medium	frontend build/bundle architecture (Vite entry organizer.html); no user actor observes bundle graph directly
organizer-console	Authenticate operators via org-pinned entry, one client for all tenants	KEEP	stories/sign-in-as-organizer	Sign in as organizer via org-pinned entry			medium	multi-step goal spanning IdP invitation flow, passkey setup, and console redirect across screens
organizer-console	Route guard admits only owner-role operators	NEEDS_HUMAN					low	guard applies across all organizer-console routes, not one route or an existing global surface in vocabulary
organizer-console	Organizer runtime config resolves the org at login	OUT:design-doc				CLASSNAME	medium	/config.json shape/config-loading detail; no user actor, org-resolution UX itself covered by the org-pinned-entry story
organizer-event-authoring	Organizer authors a concert as a draft	KEEP	components/usecase/concert/create-draft	Organizer authors a concert as a draft			high	matches ConcertAuthoringUseCase.CreateDraft
organizer-event-authoring	Organizer lists and edits its own concerts	KEEP	components/usecase/concert/list-own	Organizer lists and edits its own concerts			medium	SPLIT-CANDIDATE: also touches UpdateDraft and Cancel; ListOwn chosen as dominant/title-led operation
organizer-event-authoring	Publish makes a concert live, first-party, and notifies once	KEEP	components/usecase/concert/publish	Publish makes a concert live, first-party, and notifies once			high	matches ConcertAuthoringUseCase.Publish
organizer-event-authoring	Publish enforces the complete required-field set	KEEP	components/usecase/concert/publish	Publish enforces the complete required-field set			high	matches ConcertAuthoringUseCase.Publish validation gate
organizer-event-authoring	First-party publish supersedes scraped data without harm	KEEP	components/usecase/concert/publish	First-party publish supersedes scraped data without harm			high	result of the Publish operation reconciling staged/discovered data
organizer-event-authoring	Represented artists are excluded from scraping	KEEP	components/usecase/organizer/associate-artist	Represented artists are excluded from scraping			medium	SPLIT-CANDIDATE: keyed on OrganizerUseCase.AssociateArtist/DisassociateArtist; AssociateArtist chosen as the state-starting operation
organizer-event-authoring	Visibility controls where a published concert appears	KEEP	components/usecase/concert/publish	Visibility controls where a published concert appears			medium	visibility (PUBLIC/UNLISTED) is set and enforced at Publish
organizer-event-authoring	Organizer uploads an image	KEEP	components/usecase/media/create-media-upload-url	Organizer uploads an image			medium	SPLIT-CANDIDATE: also touches MediaUseCase.AttachMedia; CreateMediaUploadURL chosen as the dominant first step
organizer-event-authoring	Uploaded images are processed into safe, responsive variants	KEEP	components/usecase/media/attach-media	Uploaded images are processed into safe, responsive variants			medium	async processing result of MediaUseCase.AttachMedia
organizer-event-authoring	Replacing an image reclaims the previous one	KEEP	components/usecase/media/attach-media	Replacing an image reclaims the previous one			medium	re-attach flow through MediaUseCase.AttachMedia
prod-image-pipeline	Prod container images SHALL be sourced exclusively from the prod project's Artifact Registry	OUT:runbook					high	no user actor; cluster image sourcing/IAM constraint
prod-image-pipeline	Prod cluster service accounts SHALL NOT hold cross-project Artifact Registry IAM grants	OUT:runbook					high	no user actor; IAM/security constraint
prod-image-pipeline	CI service accounts MAY hold scoped cross-project AR reader for image promotion	OUT:runbook					high	no user actor; IAM/security constraint
prod-image-pipeline	Frontend prod image SHALL be env-agnostic at the bundle level	OUT:design-doc					medium	no user actor; frontend build/bundle architecture decision
prod-image-pipeline	Backend prod images SHALL be promoted to prod AR on GitHub Release tags	OUT:runbook				CLASSNAME	high	no user actor; deploy.yml release-promotion mechanics
prod-image-pipeline	Frontend prod image SHALL be promoted to prod AR on GitHub Release tags	OUT:runbook				CLASSNAME	high	no user actor; push-image.yaml release-promotion mechanics
prod-image-pipeline	Prod kustomize overlays SHALL pin image URIs to prod-AR paths	OUT:runbook					high	no user actor; kustomize overlay mechanics
prod-image-pipeline	Every main commit SHALL have a resolvable dev AR image	OUT:runbook				CLASSNAME	high	no user actor; CI build/inherit pipeline mechanics
prod-image-pipeline	Prod kustomize pin-bumps SHALL be automated via repository_dispatch	OUT:runbook				CLASSNAME	high	no user actor; cross-repo CI dispatch mechanics
prod-image-pipeline	A cloud-provisioning workflow SHALL apply the prod pin-bump on dispatch	OUT:runbook				CLASSNAME	high	no user actor; bump-prod-pin.yml workflow mechanics
prod-image-pipeline	cloud-provisioning main ruleset SHALL allow the ci-bot App to bypass for the pin-bump push	OUT:runbook					high	no user actor; repo ruleset/bypass-actor mechanics
prod-image-pipeline	The manual pin-bump fallback SHALL be admin-gated	OUT:runbook				CLASSNAME	high	no user actor; admin-approval workflow mechanics
push-notification-service	PushSubscription entity model	KEEP	components/entity/push-subscription	PushSubscription entity model			high	matches entity/v1/push_subscription.proto
push-notification-service	Create RPC registers the calling browser's subscription	KEEP	components/usecase/push-subscription/create	Create RPC registers the calling browser's subscription			high	matches PushNotificationUseCase.Create
push-notification-service	Get RPC returns the subscription for a specific browser	KEEP	components/usecase/push-subscription/get	Get RPC returns the subscription for a specific browser			high	matches PushNotificationUseCase.Get
push-notification-service	Delete RPC removes only the specified browser's subscription	KEEP	components/usecase/push-subscription/delete	Delete RPC removes only the specified browser's subscription			high	matches PushNotificationUseCase.Delete
push-notification-service	Per-browser scoping for repository operations	OUT:design-doc					medium	internal PushSubscriptionRepository interface surface; no user actor, behaviorally covered by Create/Get/Delete requirements
push-notification-service	Stale subscription self-healing on the client	KEEP	components/infrastructure/ui/route/settings	Stale subscription self-healing on settings load			medium	all scenarios trigger on settings page load; tie-break toward route over broader app-startup phrasing
push-notification-service	Delivery scope limited to newly created concerts	KEEP	components/usecase/push-subscription/notify-new-concerts	Delivery scope limited to newly created concerts			high	matches PushNotificationUseCase.NotifyNewConcerts filtering logic
push-notification-service	CONCERT.created event carries identifiers of newly created concerts	KEEP	components/usecase/push-subscription/notify-new-concerts	CONCERT.created event carries identifiers of newly created concerts			medium	event contract consumed by NotifyNewConcerts; SPLIT-CANDIDATE with the concert-creation producer side
push-notification-service	Notification consumer is a thin adapter over the use case	OUT:design-doc					medium	consumer/handler architecture detail; no user actor
push-notification-service	NotifyNewConcerts debug RPC for deterministic invocation	KEEP	components/usecase/push-subscription/notify-new-concerts	NotifyNewConcerts debug RPC for deterministic invocation			high	matches PushNotificationUseCase.NotifyNewConcerts debug entrypoint
push-notification-service	New-concert notification deep-links to the earliest matched concert	KEEP	components/usecase/push-subscription/notify-new-concerts	New-concert notification deep-links to the earliest matched concert			high	payload computed inside NotifyNewConcerts
push-notification-service	Service Worker renews the subscription on pushsubscriptionchange	KEEP	components/infrastructure/service-worker/push-subscription-renewal	Service Worker renews the subscription on pushsubscriptionchange			medium	non-UI push/service-worker infra kind; name proposed
push-notification-service	Subscription registration failures are observable on the client	KEEP	components/infrastructure/ui/route/settings	Subscription registration failures are observable on the client			medium	observed via the settings notification toggle
storybook-component-testing	Presentational components have isolated stories	OUT:lint					high	component-authoring convention; no user actor
storybook-component-testing	Component stories run as tests in CI	OUT:runbook					high	CI pipeline mechanics; no user actor
storybook-component-testing	Accessibility checks run on component stories	OUT:runbook					high	CI pipeline mechanics; no user actor
storybook-component-testing	Component-level visual regression detects unintended changes	OUT:runbook					high	CI pipeline mechanics; no user actor
storybook-component-testing	A single visual-regression pipeline is maintained	OUT:runbook				HISTORIC	high	CI pipeline consolidation/retirement of legacy mobile-visual pipeline; no user actor
storybook-component-testing	Unit and component test suites are isolated but jointly gated	OUT:runbook					high	CI gating mechanics; no user actor
venue-name-localization	Venue Name Display Respects User's Preferred Language	KEEP	components/infrastructure/locale/venue-name-display	Venue name display respects user's preferred language			medium	locale-kind non-UI infra selecting display name by language; cross-cutting across surfaces that show venue name
