change	old_spec	old_req_name	disposition	design_section	delta_action	proposal_action	note
2026-05-16-adopt-runtime-config-for-frontend	frontend-hosting	Frontend Deployment SHALL mount a per-environment runtime-config ConfigMap	OUT:runbook	already-covered	removed-block	none	D5 already covers subPath ConfigMap mount + Reloader annotation
2026-05-16-adopt-runtime-config-for-frontend	frontend-hosting	Post-deploy smoke verification SHALL assert the SPA renders	OUT:runbook	Migration Plan	removed-block	none	added DOM/selector assertions, 60s timeout, and promotion-blocking detail to Migration Plan step 10
2026-05-16-adopt-runtime-config-for-frontend	frontend-runtime-config	Frontend SPA SHALL load environment configuration from `/config.json` at bootstrap	OUT:design-doc	already-covered	removed-block	none	D1/D3/D4 already cover the bootstrap fetch-before-start contract
2026-05-16-adopt-runtime-config-for-frontend	frontend-runtime-config	Bootstrap SHALL cross-check the configured environment against the page host	OUT:design-doc	Decisions D7	removed-block	none	added staging aspirational-placeholder note to D7
2026-05-16-adopt-runtime-config-for-frontend	frontend-runtime-config	A checked-in `public/config.json` SHALL provide dev defaults	OUT:design-doc	already-covered	removed-block	none	D8 already covers the three purposes of the checked-in dev config
2026-05-16-adopt-runtime-config-for-frontend	frontend-runtime-config	The Service Worker SHALL bypass any cache for `/config.json`	OUT:design-doc	already-covered	removed-block	none	D6 already covers the NetworkOnly SW route
2026-05-16-adopt-runtime-config-for-frontend	prod-image-pipeline	Frontend prod image SHALL be env-agnostic at the bundle level	OUT:design-doc	already-covered	removed-block	none	D2 already covers the single env-agnostic image decision
2026-03-12-replace-js-antipatterns-with-css	modern-css-platform	Anchored Container Query for position-dependent child styling	OUT:design-doc	already-covered	deleted-file+dir	removed-modified-capability	Decision 1 already covers the anchored container query approach
2026-03-12-replace-js-antipatterns-with-css	modern-css-platform	CSS `@starting-style` for entry animations on dynamic elements	OUT:design-doc	Decisions §2	deleted-file+dir	removed-modified-capability	added popover-children @starting-style extension to Decision 2
2026-03-12-replace-js-antipatterns-with-css	modern-css-platform	`transitionend` event for post-animation DOM cleanup	OUT:design-doc	Decisions §3	deleted-file+dir	removed-modified-capability	added celebration-overlay transitionend cleanup extension to Decision 3
2026-03-12-replace-js-antipatterns-with-css	modern-css-platform	`overscroll-behavior: contain` for scroll isolation	OUT:design-doc	already-covered	deleted-file+dir	removed-modified-capability	Decision 4 already covers overscroll-behavior: contain
2026-03-12-replace-js-antipatterns-with-css	modern-css-platform	`scrollIntoView` + `scrollend` for scroll-then-act patterns	OUT:design-doc	already-covered	deleted-file+dir	removed-modified-capability	Decision 5 already covers scrollIntoView + scrollend replacing isInViewport()
2026-03-12-replace-js-antipatterns-with-css	modern-css-platform	`data-state` attribute for CSS animation state	OUT:design-doc	Decisions §6	deleted-file+dir	removed-modified-capability	new Decision 6 added for data-state driven CSS transitions
2026-05-03-zitadel-observability	zitadel-observability	Alert on Zitadel API request latency p99	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	D2/D3 already cover the OTLP latency signal and p99>10s/60s threshold
2026-05-03-zitadel-observability	zitadel-observability	Alert on backend JWT validation error rate	OUT:runbook	Decisions §5	deleted-file+dir	removed-new-capability	added metric name, regex, and 10/min-5min threshold to D5
2026-05-03-zitadel-observability	zitadel-observability	Cloud SQL connection-pool dashboard panel for Zitadel database	OUT:runbook	Decisions §8	deleted-file+dir	removed-new-capability	new D8 added for the observation-only dashboard panel
2026-05-03-zitadel-observability	zitadel-observability	Weekly Zitadel API restart CronJob in dev	OUT:runbook	Decisions §6	deleted-file+dir	removed-new-capability	added schedule, rollout strategy, and RBAC scope to D6
2026-05-03-zitadel-observability	zitadel-observability	Operator runbook for the Zitadel hang incident shape	OUT:runbook	Decisions §7	deleted-file+dir	removed-new-capability	added the five runbook content sections to D7
2026-06-01-automate-prod-pin-bump	prod-image-pipeline	Prod kustomize pin-bumps SHALL be automated via repository_dispatch	OUT:runbook	already-covered	deleted-file+dir	removed-modified-capability	D1/D5/D9 already cover the dispatch mechanism and credential scoping
2026-06-01-automate-prod-pin-bump	prod-image-pipeline	A cloud-provisioning workflow SHALL apply the prod pin-bump on dispatch	OUT:runbook	already-covered	deleted-file+dir	removed-modified-capability	D2/D3/D4/D7 already cover validation, edit, and provenance gate
2026-06-01-automate-prod-pin-bump	prod-image-pipeline	cloud-provisioning main ruleset SHALL allow the ci-bot App to bypass for the pin-bump push	OUT:runbook	already-covered	deleted-file+dir	removed-modified-capability	D9 already covers the ci-bot App ruleset bypass rationale
2026-06-01-automate-prod-pin-bump	prod-image-pipeline	The manual pin-bump fallback SHALL be admin-gated	OUT:runbook	already-covered	deleted-file+dir	removed-modified-capability	D8 already covers the conditional-environment admin gating
2026-02-26-localstorage-key-naming-convention	localstorage-naming	Unified key naming convention	OUT:lint	already-covered	deleted-file+dir	removed-new-capability	Decision 1 already covers the [<scope>.]<camelCase> convention
2026-02-26-localstorage-key-naming-convention	localstorage-naming	Centralized key registry	OUT:lint	Decisions §2	deleted-file+dir	removed-new-capability	added no-inline-string-literal / ESLint enforcement line to Decision 2
2026-02-26-localstorage-key-naming-convention	localstorage-naming	Domain term alignment	OUT:lint	already-covered	deleted-file+dir	removed-new-capability	Decision 3 already covers the region to adminArea rename
2026-05-29-honor-thread-resolution-in-claude-review-check	ci-optimization	Claude review posts advisory inline comments on pull requests	OUT:runbook	Decisions §1	removed-block	none	added no-formal-PR-review clarification to Decision 1
2026-05-29-honor-thread-resolution-in-claude-review-check	ci-optimization	Branch protection gates merges on CI Success only	OUT:runbook	already-covered	removed-block	none	Decision 2 already covers dropping Claude review from requiredStatusCheckContexts
2026-07-02-emit-notification-analytics-events	notification-lifecycle	Delivered notifications are reported to product analytics	OUT:design-doc	already-covered	deleted-file+dir	removed-modified-capability	Decisions 1/2 already cover the exactly-once non-fatal delivered emit
2026-07-02-emit-notification-analytics-events	notification-lifecycle	Notification opens and dismissals are reported to product analytics	OUT:design-doc	already-covered	deleted-file+dir	removed-modified-capability	Decisions 3/4 already cover interaction-time reporting and opt-out honoring
2026-05-16-claude-review-check-run	ci-optimization	Claude code review runs via a single org-wide reusable workflow	OUT:runbook	Decisions §2	removed-block	none	added caller-only workflow shape and additional_focus input detail to Decision 2
2026-06-04-introduce-entity-store-layer	entity-store-layer	Per-Entity Store Ownership	OUT:design-doc	already-covered	removed-block	none	Goal/Naming/Store-inventory/Caching sections already cover per-entity store ownership
2026-03-11-introduce-coordinates-vo	nearby-proximity	Centroid Resolution Unit Coverage	OUT:lint	Decisions §4	removed-block	none	added independently-unit-testable ResolveCentroid detail to Decision 4
2026-06-07-add-sales-phase-timeline	sales-phase	SalesPhase Database Schema	OUT:design-doc	Decisions §5	removed-block	none	added DB-level no-unique-constraint / anchor_event_id-is-set-once-at-insert detail to Decision 5
