change	old_spec	old_req_name	disposition	design_section	delta_action	proposal_action	note
2026-03-21-migrate-state-to-di	state-management	OnboardingService as singleton state owner	OUT:design-doc	already-covered	removed-block	none	Decisions §3-4 already cover singleton registration and observable-vs-plain property split
2026-03-21-migrate-state-to-di	state-management	GuestService as singleton state owner	OUT:design-doc	already-covered	removed-block	none	Decisions §1 and §4 already cover the service split, rename from LocalArtistClient, and API surface
2026-03-21-migrate-state-to-di	state-management	GuestFollow type in entities	OUT:design-doc	already-covered	removed-block	none	Decision 6 already states GuestFollow moves to src/entities/
2026-03-21-migrate-state-to-di	state-management	Service-level persistence via propertyChanged	OUT:design-doc	already-covered	removed-block	none	Decision 3 already covers propertyChanged persistence in full
2026-03-21-migrate-state-to-di	state-management	Service hydration from localStorage	OUT:design-doc	already-covered	removed-block	none	Decision 3's hydration-via-field-initializers paragraph already covers this
2026-03-21-migrate-state-to-di	state-management	Simplified guest-storage POJO-only serialization	OUT:design-doc	already-covered	removed-block	none	Decision 5 already covers the simplified guest-storage.ts functions
2026-03-21-migrate-state-to-di	state-management	Single DI access path	OUT:lint	already-covered	removed-block	none	Goals section already states the single-DI-access-path intent
2026-08-12-introduce-swappable-plain-date-lib	frontend-plain-date-lib	Calendar arithmetic SHALL be exposed through an implementation-agnostic interface with `CalendarDate` boundary values	OUT:design-doc	already-covered	removed-block	none	D1 already covers the module seam and CalendarDate-only boundary
2026-08-12-introduce-swappable-plain-date-lib	frontend-plain-date-lib	The library SHALL implement a fixed calendar-arithmetic contract	OUT:design-doc	Decisions §D1	removed-block	none	extended D1 with the weekend-rule, span-counting, and parse-rejection behavior not previously spelled out
2026-08-12-introduce-swappable-plain-date-lib	frontend-plain-date-lib	Two interchangeable engines SHALL satisfy the contract identically	OUT:design-doc	already-covered	removed-block	none	D3 and D4 already cover the differential suite and globalThis.Temporal-only reference
2026-08-12-introduce-swappable-plain-date-lib	frontend-plain-date-lib	The active engine SHALL be selected at build time, defaulting to the `Date` engine	OUT:design-doc	already-covered	removed-block	none	D2 already covers the mode-keyed resolve.alias and Date default
2026-08-12-introduce-swappable-plain-date-lib	frontend-plain-date-lib	The production bundle SHALL contain no Temporal polyfill	OUT:design-doc	already-covered	removed-block	none	D5 already covers the bundle-purity CI guard
2026-02-22-frontend-error-handling	frontend-error-handling	Declarative Async Error Handling with promise.bind	OUT:design-doc	Decisions §4	removed-block	none	extended Decision 4 with the catch-block retry-button detail not previously stated
2026-02-22-frontend-error-handling	frontend-observability	OpenTelemetry Browser SDK Integration	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	Decision 6 already covers WebTracerProvider, fetch instrumentation, and propagateTraceHeaderCorsUrls
2026-02-22-frontend-error-handling	frontend-observability	Connect-RPC Error Instrumentation	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	Decision 7 already covers the Connect-RPC span/error interceptor
2026-02-22-frontend-error-handling	frontend-observability	ILogger OpenTelemetry Sink	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	Decision 8 already covers the OtelLogSink bridge
2026-03-26-gemini-retry-timeout-fix	concert-service	GKE Gateway timeout for ConcertService	OUT:design-doc	already-covered	removed-block	none	Decision 5 (timeout chain) already covers the 150s Gateway timeout rationale
2026-03-26-gemini-retry-timeout-fix	http-retry	Independent context per Gemini API retry	OUT:design-doc	already-covered	removed-block	none	Decision 1 and the Risks section already cover WithoutCancel/WithTimeout and cancellation behavior
2026-03-26-gemini-retry-timeout-fix	http-retry	Backoff max interval aligned with Google recommendation	OUT:design-doc	already-covered	removed-block	none	Decision 3 already states MaxInterval 10s to 60s
2026-07-29-optimize-concert-searcher-cost	gemini-grounded-extract-and-coerce	Step 1 runs a single grounded slice per the default slice configuration	OUT:design-doc	already-covered	removed-block	none	D2 and D3 already cover single-slice consolidation and the open-ended window
2026-07-29-optimize-concert-searcher-cost	gemini-grounded-extract-and-coerce	Step 1 uses a single consolidated English extraction instruction	OUT:design-doc	already-covered	removed-block	none	D4 already covers the consolidated English instruction and its coverage rules
2026-07-29-optimize-concert-searcher-cost	gemini-grounded-extract-and-coerce	Step 1 prompt template uses three positional placeholders	OUT:design-doc	Decisions §D3	removed-block	none	extended D3 to name the three remaining placeholders and fmt.Sprintf substitution
2026-02-19-auto-concert-discovery	auto-concert-discovery	Job Always Exits Successfully	OUT:runbook	Decisions §3	removed-block	none	extended Decision 3 with the general always-exit-0 invariant beyond just the circuit-break case
2026-02-19-auto-concert-discovery	auto-concert-discovery	Job-Specific Dependency Injection	OUT:design-doc	already-covered	removed-block	none	Decision 2 already covers the lightweight JobApp DI scope and cleanup
2026-03-13-fix-keda-argocd-replicas-conflict	infra	KEDA-managed Deployments SHALL NOT declare replicas	OUT:design-doc	already-covered	deleted-file+dir	none	Decision 1 already covers removing spec.replicas from the manifest
2026-03-13-fix-keda-argocd-replicas-conflict	infra	ArgoCD SHALL ignore replicas drift for KEDA-managed Deployments	OUT:design-doc	already-covered	deleted-file+dir	none	Decision 2 already covers the ignoreDifferences YAML
2026-07-28-add-discovery-job-error-alerting	app-error-log-alerting	Discovery CronJob failure observability	OUT:runbook	already-covered	removed-block	none	Context, Non-Goals, and Decision 2 already cover the handled-vs-abrupt-termination distinction and the spec-violation invariant
2026-06-01-reset-discovery-bubbles	design-system	Type-scale minimum legibility floor	OUT:design-doc	already-covered	deleted-file+dir	removed-modified-capability	D4 and D5 already cover the 11px floor and the two-consumer quarantine
2026-09-11-m3-expressive-feedback-foundation	interaction-feedback	Expression budget and accessibility guarantees	OUT:design-doc	Decisions §D8	removed-block	none	added new Decision D8 consolidating the cross-cutting expression-budget and accessibility constraint that Risks/D7 only referenced obliquely
2026-04-15-fix-push-notification-toggle-sync	push-notification-service	Per-browser scoping for repository operations	OUT:design-doc	already-covered	removed-block	none	D7 already covers the Get/Delete/Create/ListByUserIDs repository surface simplification
2026-08-23-upgrade-zitadel-v4-17	zitadel-self-hosted-deployment	Zitadel Version Upgrades Applied by Pinned-Tag Edit with Boot-Time Migration and Post-Upgrade Verification	OUT:runbook	already-covered	deleted-file+dir	removed-modified-capability	D1, D2, D4, D5, and the Migration Plan already cover the full pinned-tag/migration/verification/rollback procedure
