change	old_spec	old_req_name	disposition	design_section	delta_action	proposal_action	note
2026-04-13-harden-test-infrastructure	layout-assertions	E2E tests use Playwright native locator API without JS dispatch workarounds	OUT:lint	Decisions Decision 4	deleted-file+dir	removed-modified-capability	added getByLabel-vs-dispatch clarification
2026-09-04-adopt-storybook-component-testing	storybook-component-testing	Presentational components have isolated stories	OUT:lint	already-covered	deleted-file+dir	removed-new-capability	content already in D2
2026-09-04-adopt-storybook-component-testing	storybook-component-testing	Component stories run as tests in CI	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	content already in D1 and Migration Plan step 5
2026-09-04-adopt-storybook-component-testing	storybook-component-testing	Accessibility checks run on component stories	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	content already in D3
2026-09-04-adopt-storybook-component-testing	storybook-component-testing	Component-level visual regression detects unintended changes	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	content already in D4 and OQ2
2026-09-04-adopt-storybook-component-testing	storybook-component-testing	A single visual-regression pipeline is maintained	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	content already in D4 and Migration Plan step 6
2026-09-04-adopt-storybook-component-testing	storybook-component-testing	Unit and component test suites are isolated but jointly gated	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	content already in D1, D8, and R1
2026-03-05-add-migration-rebase-guard	database-migration	The CI pipeline MUST validate migration file ordering	OUT:lint	Decisions 1	deleted-file+dir	removed-modified-capability	
2026-03-05-add-migration-rebase-guard	migration-rebase-guard	The system MUST detect out-of-order migration timestamps	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	content already in Decision 2
2026-03-05-add-migration-rebase-guard	migration-rebase-guard	The system MUST auto-fix out-of-order migrations when --fix is passed	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	content already in Decision 3
2026-03-05-add-migration-rebase-guard	migration-rebase-guard	The system MUST integrate with Claude Code hooks	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	content already in Decision 4
2026-08-13-organizer-tenancy	organizer-tenancy	Shared organizer-console project in the product org	OUT:runbook	Decisions D1/D2	removed-block	none	added role-assertion/non-blocking-signin note; bullet kept, description trimmed
2026-08-13-organizer-tenancy	organizer-tenancy	Organizer console OIDC app and backend API app	OUT:runbook	Decisions D2	removed-block	none	added OIDC/backend-api app detail (was missing)
2026-08-13-organizer-tenancy	organizer-tenancy	Dedicated organizer-provisioner machine user	OUT:runbook	already-covered	removed-block	none	content already in D3
2026-08-13-organizer-tenancy	organizer-tenancy	Organizer-provisioner root key has a finite lifecycle	OUT:runbook	already-covered	removed-block	none	content already in D3 credential-lifecycle paragraph
2026-08-24-upgrade-backend-go-1-27	goroutine-leak-detection	Goroutine leak profile is exposed	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	content already in D3
2026-08-24-upgrade-backend-go-1-27	goroutine-leak-detection	Detected goroutine leaks raise an alert	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	content already in D3/D4
2026-08-24-upgrade-backend-go-1-27	goroutine-leak-detection	Leak detection complements existing consumer health signals	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	content already in Risks
2026-02-21-artist-creation	bulk-insert-unnest	Bulk artist creation via unnest	OUT:design-doc	Decisions Decision 3	deleted-file+dir	removed-new-capability	added empty-slice short-circuit note
2026-02-21-artist-creation	bulk-insert-unnest	Concert bulk insert via unnest	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	content already in Decision 2 and Goals
2026-06-30-introduce-notification-service	notification-lifecycle	All user-facing notifications flow through the notification service	OUT:design-doc	already-covered	removed-block	none	content already in Decision 3 and Risks
2026-06-30-introduce-notification-service	notification-lifecycle	The notification identifier is propagated end-to-end	OUT:design-doc	already-covered	removed-block	none	content already in Decision 5
2026-03-17-improve-search-bar	aurelia-reactivity	Collection observation via native Set binding	OUT:lint	already-covered	deleted-file+dir	removed-modified-capability	content already in Decision 2/3
2026-03-25-unify-scraped-concert-entity	entity-domain-logic	ScrapedConcerts collection type	OUT:lint	already-covered	removed-block	none	content already in Decision 2
2026-03-18-logo-color-analysis	logo-color-analysis	sRGB to OKLCH Conversion	OUT:design-doc	already-covered	removed-block	none	content already in Decision 3
2026-04-20-standardize-user-scoped-rpc-auth	rpc-auth-scoping	Shared JWT-match helper	OUT:design-doc	already-covered	removed-block	none	content already in D2 and Open Questions
