change	old_spec	old_req_name	disposition	design_section	delta_action	proposal_action	note
2026-05-15-refactor-unify-env-dispatch	zitadel-self-hosted-deployment	Cost Guardrails and Observability Applied to All Environments	OUT:runbook	already-covered (D4)	removed-block	none	
2026-09-15-ticket-purchase-and-issuance	ticket-purchase-and-issuance	Settlement and payout are delegated to ticket-settlement-and-payout	OUT:design-doc	already-covered (Decisions bullets)	removed-block	none	
2026-09-15-ticket-purchase-and-issuance	ticket-purchase-and-issuance	収納代行 scheme — discharge on payment + 代理受領権限	OUT:design-doc	Decisions (new bullet)	removed-block	none	added 代理受領権限 + exclusion from 為替取引/資金移動業/前払式 to Decisions
2026-09-15-ticket-purchase-and-issuance	ticket-purchase-and-issuance	No stored card data (PCI SAQ A)	OUT:design-doc	Decisions (new bullet)	removed-block	none	added Stripe Elements hosted-fields + PCI SAQ A scope detail to Decisions
2026-03-29-refine-backend	entity-test-coverage	SafePredictor interface in entity layer	OUT:design-doc	already-covered (D4)	deleted-file+dir	removed-modified-capability	
2026-03-29-refine-backend	usecase-test-coverage	Adapter mapper test coverage	OUT:lint	already-covered (D6)	removed-block	none	
2026-03-17-make-dom-semantic	semantic-dom	Semantic HTML element usage	OUT:lint	already-covered (Decisions 1/2/4)	deleted-file+dir	none	proposal.md already said none for both capability lists
2026-03-17-make-dom-semantic	semantic-dom	Minimal div nesting depth	OUT:lint	Decisions 6 (new)	deleted-file+dir	none	new one-line decision: 2-level nesting cap, review-time checklist item
2026-01-31-provision-cloud-sql	database	The system MUST provide persistent relational storage	OUT:runbook	Cloud SQL Design (section 2)	deleted-file+dir	none	added encryption-at-rest-by-default and prod-HA-expectation line; proposal.md has no Capabilities section
2026-04-30-optimize-dev-kube-dns-replicas	gke-standard-infrastructure	Dev cluster `kube-dns-autoscaler` SHALL set `preventSinglePointFailure: false`	OUT:design-doc	already-covered (Decisions 1-3 + Goals)	deleted-file+dir	removed-modified-capability	
2026-07-08-emit-auth-events-via-webhook	product-analytics	Account authentication events are emitted server-side	OUT:design-doc	already-covered (Decisions 1-5)	deleted-file+dir	removed-modified-capability	
2026-03-14-remove-venue-enrichment	venue-normalization	PlaceSearcher Is Required	OUT:design-doc	already-covered (Decision 4)	removed-block	none	
