change	old_spec	old_req_name	disposition	design_section	delta_action	proposal_action	note
2026-04-05-private-google-access	private-google-access	Google API traffic bypasses Cloud NAT	OUT:runbook	already-covered	removed-block	none	Decision 3 already covers the NAT-bypass routing mechanism
2026-03-06-dedicated-db-schema	cloud-sql-connector	Authenticate via Cloud SQL Connector	OUT:runbook	already-covered	removed-block	none	Decisions 2-3 already cover search_path/DATABASE_SCHEMA applying across all environments including the connector path
2026-03-12-propagate-traceparent-to-consumer	event-management	Trace context propagation across message broker	OUT:design-doc	Decisions 1	deleted-file+dir	none	clarified that downstream ops become children spans of the propagated context in Decision 1; proposal.md already said none for both capability lists
2026-03-04-fix-onboarding-ux-regressions	onboarding-guidance	No z-index stacking in discovery page CSS	OUT:lint	Decisions 2	removed-block	none	added starfield pointer-events clarification to Decision 2
2026-03-16-refine-state-naming	state-management	OnboardingStep string values	OUT:design-doc	already-covered	removed-block	none	Decisions 1, 2, 3, 6 already fully cover string values, STEP_ORDER, Set-based detection, and legacy-step removal
2026-02-14-expose-api-via-gateway	argocd-gateway-deployment	Cluster-Level Application	OUT:delete	Decisions §8	deleted-file+dir	removed-new-capability	path k8s/cluster/ and namespace list (argocd/backend/gateway) integrated into Decision 8
2026-02-14-expose-api-via-gateway	argocd-gateway-deployment	Gateway-Level Application	OUT:delete	Decisions §8	deleted-file+dir	removed-new-capability	path/resource kind integrated into the same Decision 8 paragraph
2026-02-14-expose-api-via-gateway	argocd-gateway-deployment	Backend Application	OUT:delete	Decisions §8	deleted-file+dir	removed-new-capability	path/resource kind integrated into the same Decision 8 paragraph
2026-02-14-expose-api-via-gateway	argocd-gateway-deployment	GitOps Synchronization	OUT:delete	Decisions §8	deleted-file+dir	removed-new-capability	argocd app sync procedure integrated into Decision 8
2026-02-14-expose-api-via-gateway	argocd-gateway-deployment	Application Dependency Ordering	OUT:delete	Decisions §8	deleted-file+dir	removed-new-capability	sync order (cluster-app first, gateway/backend parallel) integrated into Decision 8
2026-02-14-expose-api-via-gateway	argocd-gateway-deployment	Application Status Visibility	OUT:runbook	Decisions §8	deleted-file+dir	removed-new-capability	argocd app get / dashboard usage integrated into Decision 8
2026-02-14-expose-api-via-gateway	argocd-gateway-deployment	Rollback Capability	OUT:runbook	Migration Plan	deleted-file+dir	removed-new-capability	added one sentence on argocd app rollback <app> <revision> to the existing Rollback line
2026-02-14-expose-api-via-gateway	backend-service-exposure	Backend Service Discoverability	OUT:runbook	Decisions §3	deleted-file+dir	removed-modified-capability	ClusterIP-only, Gateway-only reachability added to Decision 3
2026-02-14-expose-api-via-gateway	backend-service-exposure	Service Backend Protocol Support	OUT:runbook	Decisions §3	deleted-file+dir	removed-modified-capability	appProtocol: kubernetes.io/h2c explanation added to the same paragraph
2026-02-14-expose-api-via-gateway	backend-service-exposure	Health Check Integration	OUT:runbook	Decisions §5	deleted-file+dir	removed-modified-capability	added that non-SERVING Pods are drained from the backend pool
2026-02-14-expose-api-via-gateway	certificate-manager-integration	Google-Managed Certificate Provisioning	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	already covered by Decision 2 + Migration Plan Step 1
2026-02-14-expose-api-via-gateway	certificate-manager-integration	DNS Validation for Certificate Issuance	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	already covered by the dns-authorizations create steps in Migration Plan Step 1
2026-02-14-expose-api-via-gateway	certificate-manager-integration	Certificate Map for Gateway Binding	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	already covered by Decision 2 + the maps create/entries create steps in Migration Plan Step 1
2026-02-14-expose-api-via-gateway	certificate-manager-integration	Automatic Certificate Renewal	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	already covered by the Risk 3 mitigation
2026-02-14-expose-api-via-gateway	certificate-manager-integration	Certificate Status Monitoring	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	already covered by the Risk 3 mitigation (dashboard monitoring)
2026-02-14-expose-api-via-gateway	certificate-manager-integration	Zero-Downtime Certificate Update	OUT:runbook	Decisions §2	deleted-file+dir	removed-new-capability	added why existing connections survive cert rotation to Decision 2 (the one genuinely missing detail)
2026-02-14-expose-api-via-gateway	cloud-dns-infrastructure	Domain Configuration via Pulumi ESC	OUT:design-doc	Decisions §7	removed-block	none	added Config Is Optional Per Environment to Decision 7
2026-02-14-expose-api-via-gateway	cloud-dns-infrastructure	No Manual Registrar Nameserver Update	OUT:design-doc	already-covered	removed-block	none	already covered by Decision 7's No Manual Registrar Update bullet and the Migration Plan Phase 0 dig verification
2026-02-14-expose-api-via-gateway	cloud-dns-infrastructure	Environment Isolation via DNS Architecture	OUT:design-doc	Decisions §7	removed-block	none	covered by the same Config Is Optional Per Environment addition (dev/prod ESC toggle behavior)
2026-02-14-expose-api-via-gateway	cloud-dns-infrastructure	No Conflicting Private Zones	OUT:design-doc	Risks / Trade-offs (Risk 6)	removed-block	none	no prior coverage in design.md; added as new Risk 6
2026-02-14-expose-api-via-gateway	connect-rpc-cors	CORS Middleware for Connect-RPC	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	already covered by Decision 4
2026-02-14-expose-api-via-gateway	connect-rpc-cors	Allowed Origins Configuration	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	already covered by Decision 4's code example/env var
2026-02-14-expose-api-via-gateway	connect-rpc-cors	Connect-RPC Protocol Headers	OUT:design-doc	Decisions §4	deleted-file+dir	removed-new-capability	added concrete header names and Trailer- exposure explanation to Decision 4
2026-02-14-expose-api-via-gateway	connect-rpc-cors	Authorization Header Support	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	"already covered by Decision 4's code example (append(...,""Authorization""))"
2026-02-14-expose-api-via-gateway	connect-rpc-cors	CORS Validation at Startup	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	already covered by the Risk 2 mitigation, near-identical wording
2026-02-14-expose-api-via-gateway	gke-gateway-infrastructure	Gateway API Resource Creation	OUT:design-doc	Decisions §9	deleted-file+dir	removed-new-capability	GatewayClass/listener configuration was undocumented; added new Decision 9
2026-02-14-expose-api-via-gateway	gke-gateway-infrastructure	HTTPRoute API Routing	OUT:design-doc	Decisions §9	deleted-file+dir	removed-new-capability	hostname/path matching and forwarding to backend/server:8080 integrated into Decision 9
2026-02-14-expose-api-via-gateway	gke-gateway-infrastructure	GatewayClass Selection	OUT:design-doc	Decisions §9	deleted-file+dir	removed-new-capability	rationale for gke-l7-global-external-managed integrated into Decision 9
2026-02-14-expose-api-via-gateway	gke-gateway-infrastructure	Cross-Namespace Routing	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	already covered by Decision 3 + Risk 1
2026-02-14-expose-api-via-gateway	gke-gateway-infrastructure	Certificate Management Annotation	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	already covered by Decision 2's YAML (networking.gke.io/certmap), near-exact match
2026-02-14-expose-api-via-gateway	gke-gateway-infrastructure	Policy Attachment for Gateway Configuration	OUT:design-doc	Decisions §9	deleted-file+dir	removed-new-capability	GCPGatewayPolicy (SSL policy/global access) integrated into Decision 9
2026-02-14-expose-api-via-gateway	k8s-service-cross-namespace-routing	Backend Service Accessibility from External Gateway	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	already covered by the ClusterIP description added to Decision 3 while processing backend-service-exposure
2026-02-14-expose-api-via-gateway	k8s-service-cross-namespace-routing	Service Protocol Configuration for HTTP/2	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	already covered by the same Decision 3 h2c description
2026-02-14-expose-api-via-gateway	k8s-service-cross-namespace-routing	Cross-Namespace Routing Enabled	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	already covered by Decision 3's existing rationale (allowedRoutes.namespaces.from: All), near-identical wording
2026-02-14-expose-api-via-gateway	k8s-service-cross-namespace-routing	Backend Pods Targeted via Service	OUT:runbook	Decisions §3	deleted-file+dir	removed-new-capability	added Service-selector fanout to Pods and automatic load balancing across replicas
2026-02-14-expose-api-via-gateway	k8s-service-cross-namespace-routing	No Direct Pod Exposure	OUT:runbook	Decisions §3	deleted-file+dir	removed-new-capability	added that backendRefs always target the Service, never Pod IPs directly, to the same paragraph
2026-02-14-expose-api-via-gateway	k8s-service-cross-namespace-routing	Namespace Isolation Maintained	OUT:runbook	Risks / Trade-offs (Risk 1)	deleted-file+dir	removed-new-capability	added that explicit backendRefs prevent accidental routing into unrelated namespaces to the Risk 1 mitigation
