change	old_spec	old_req_name	disposition	design_section	delta_action	proposal_action	note
2026-02-22-optimize-k8s-dev-resources	continuous-delivery	ArgoCD Manifests	OUT:runbook	already-covered	deleted-file+dir	removed-modified-capability	
2026-02-22-optimize-k8s-dev-resources	deployment-infrastructure	Dev backend runs single replica	OUT:runbook	already-covered	deleted-file+dir	removed-modified-capability	
2026-02-22-optimize-k8s-dev-resources	deployment-infrastructure	All dev workload kinds use Spot VM scheduling	OUT:runbook	already-covered	deleted-file+dir	removed-modified-capability	
2026-08-16-harden-web-push-subscription-lifecycle	notification-lifecycle	Notification fan-out logs zero-recipient skips	OUT:runbook	Decisions	removed-block	none	
2026-08-16-harden-web-push-subscription-lifecycle	web-push-delivery-alerting	Alert on sustained push delivery failure	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	
2026-08-16-harden-web-push-subscription-lifecycle	web-push-delivery-alerting	Alert on active-subscription starvation	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	
2026-03-13-css-cleanup	css-linting	Stylelint enforces stacking context management	OUT:lint	Decisions §1	removed-block	none	
2026-03-13-css-cleanup	css-linting	Stylelint enforces accessibility media queries	OUT:lint	Decisions §1	removed-block	none	
2026-05-18-promote-prod-image-via-retag	prod-image-pipeline	CI service accounts MAY hold scoped cross-project AR reader for image promotion	OUT:runbook	already-covered	removed-block	none	
2026-05-18-promote-prod-image-via-retag	prod-image-pipeline	Frontend prod image SHALL be promoted to prod AR on GitHub Release tags	OUT:runbook	already-covered	removed-block	none	
2026-04-13-dev-db-local-access	cloud-sql-connector	A standalone Auth Proxy Deployment SHALL exist in dev for local access	OUT:runbook	already-covered	deleted-file+dir	removed-modified-capability	
2026-03-18-use-proto-artist-entity	frontend-entity-layer	Guest state stores proto Artist	OUT:design-doc	already-covered	removed-block	none	
2026-08-21-organizer-accounts	organizer-accounts	Organizer lifecycle emits analytics events	OUT:design-doc	already-covered	removed-block	none	
2026-03-18-manage-ticket-status	ticket-journey	Ticket Journey Database Schema	OUT:design-doc	already-covered	removed-block	none	
