change	old_spec	old_req_name	disposition	design_section	delta_action	proposal_action	note
2026-02-15-frontend-k8s-deployment	frontend-hosting	Kubernetes deployment configuration	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	D3 (structure) + D6 (resources/replicas/spot) already cover this
2026-02-15-frontend-k8s-deployment	frontend-hosting	Static asset serving with caching	OUT:runbook	Decisions §D1	deleted-file+dir	removed-new-capability	added caching-header strategy to D1, missing previously
2026-02-15-frontend-k8s-deployment	frontend-hosting	SPA client-side routing support	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	D1 try_files rationale already is the decision
2026-02-15-frontend-k8s-deployment	frontend-hosting	HTTPS ingress via Gateway API	OUT:runbook	Decisions §D4	deleted-file+dir	removed-new-capability	added Gateway/namespace binding + HTTP->HTTPS redirect detail to D4
2026-02-15-frontend-k8s-deployment	frontend-hosting	GitOps deployment automation	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	D3 + Migration Plan already cover this
2026-02-15-frontend-k8s-deployment	frontend-hosting	Caddyfile configuration	OUT:design-doc	Decisions §D1	deleted-file+dir	removed-new-capability	added concrete Caddyfile directives (root/file_server/port) to D1
2026-02-15-frontend-k8s-deployment	frontend-hosting	DNS and TLS infrastructure provisioning	OUT:runbook	Migration Plan	deleted-file+dir	removed-new-capability	added Pulumi resource names (web-app-a-record, web-app-cert-map-entry, etc.) to Migration Plan step 1
2026-09-11-frontend-client-rpc-telemetry	frontend-client-rpc-telemetry	Client-observed RPC duration is captured	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	D1/D3/D5 already cover histogram + transport-boundary + buckets
2026-09-11-frontend-client-rpc-telemetry	frontend-client-rpc-telemetry	Deadline-exceeded rate is observable	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	D1's per-outcome counters already cover the rate derivation
2026-09-11-frontend-client-rpc-telemetry	frontend-client-rpc-telemetry	Telemetry is reported as aggregates, not per-request events	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	D1 already states aggregate flush, not per-RPC events
2026-09-11-frontend-client-rpc-telemetry	frontend-client-rpc-telemetry	Pending telemetry is flushed at session end	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	D4 already covers pagehide/visibilitychange flush
2026-09-11-frontend-client-rpc-telemetry	frontend-client-rpc-telemetry	Telemetry honors analytics opt-out and unconfigured analytics	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	D4 already covers the opt-out/nil-config gate
2026-09-11-frontend-client-rpc-telemetry	frontend-client-rpc-telemetry	Telemetry carries no personally identifying request content	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	D4 already states payload is method identity + bucket counts + tallies only
2026-06-26-add-tap-press-feedback	tap-press-feedback	Global button press feedback baseline	OUT:lint	already-covered	deleted-file+dir	removed-new-capability	the @layer global baseline decision already covers this
2026-06-26-add-tap-press-feedback	tap-press-feedback	Non-button primary tappables give press feedback	OUT:lint	already-covered	deleted-file+dir	removed-new-capability	the <a>-based tappables decision already covers nav-tab/discover-cta and the text-link exemption
2026-06-26-add-tap-press-feedback	tap-press-feedback	List rows give press feedback	OUT:lint	already-covered	deleted-file+dir	removed-new-capability	the list-rows decision already covers background-deepen + transform:none
2026-06-26-add-tap-press-feedback	tap-press-feedback	Reduced motion fallback for press feedback	OUT:lint	Risks / Trade-offs	deleted-file+dir	removed-new-capability	rewrote the risk to state the fallback cues directly (opacity for buttons, accent background for nav tab) instead of deferring to the spec
2026-06-26-add-tap-press-feedback	tap-press-feedback	Touch activation reliability on iOS Safari	OUT:lint	already-covered	deleted-file+dir	removed-new-capability	the iOS activation-rule decision already covers this exactly
2026-03-12-add-http-retry-middleware	http-retry	HTTP retry on transient errors	OUT:design-doc	already-covered	deleted-file+dir	none	Decision 3 (retryable codes) + Decision 6 (max retries/backoff/jitter) already cover this
2026-03-12-add-http-retry-middleware	http-retry	Retry-After header respect	OUT:design-doc	already-covered	deleted-file+dir	none	Decision 3 already covers Retry-After parsing for both formats
2026-03-12-add-http-retry-middleware	http-retry	Context cancellation during retry	OUT:design-doc	Decisions §1	deleted-file+dir	none	added a note that backoff.Retry() takes a context and stops on cancel/deadline
2026-03-12-add-http-retry-middleware	http-retry	Request body replay for retried POST requests	OUT:design-doc	already-covered	deleted-file+dir	none	the POST body replay risk already covers GetBody/bytes.Reader behavior
2026-05-14-playwright-password-test-user	e2e-auth-testing	Password-Based Storage State Capture Path	OUT:runbook	already-covered	removed-block	none	D2 + Migration Plan already cover the headless WSL2 capture path producing storageState.json
2026-05-14-playwright-password-test-user	e2e-auth-testing	Test-User Credential File Gitignored	OUT:runbook	already-covered	removed-block	none	D3 already covers the gitignored .auth/password.md mirror
2026-05-14-playwright-password-test-user	identity-management	Provision Password-Based E2E Test User in Dev Zitadel	OUT:runbook	Decisions §D1	removed-block	none	added the isEmailVerified:true detail, missing from D1 previously
2026-05-14-migrate-prod-to-autopilot	prod-environment-bootstrap	Prod GKE cluster SHALL be an Autopilot regional cluster in asia-northeast2	OUT:design-doc	already-covered	removed-block	none	D1/D2 + Context already cover mode, region, and free-tier rationale
2026-05-14-migrate-prod-to-autopilot	prod-environment-bootstrap	Prod cluster SHALL bound Google Managed Service for Prometheus (GMP) cost via disabled application auto-monitoring	OUT:design-doc	already-covered	removed-block	none	D5 already covers this in extensive detail (exceeds the spec's content)
2026-05-14-migrate-prod-to-autopilot	prod-environment-bootstrap	Workload Pods SHALL request Spot scheduling via the `cloud.google.com/gke-spot` label	OUT:design-doc	Decisions §D6	removed-block	none	added the ~25s preemption-notice detail to D6
2026-02-17-refine-ui-design	design-system	Design Token Definition	OUT:design-doc	Decisions §2	removed-block	none	added concrete token values (colors, radius, shadow names, type scale) missing from D2's token list
2026-02-17-refine-ui-design	design-system	Display Font Loading	OUT:design-doc	already-covered	removed-block	none	D5 (font strategy) + the font-loading-delay risk already cover preconnect/swap/system-ui fallback
2026-07-09-prune-analytics-event-collection	product-analytics	Every active catalogue event has a verified emission call site	OUT:runbook	Decisions §D5	removed-block	none	expanded D5 from a meta pointer ('encode as a requirement') to state the substantive rule directly
2026-07-09-prune-analytics-event-collection	product-analytics	The event catalogue records a per-event collection status	OUT:runbook	Decisions §D1	removed-block	none	added collection-status column / Removed events section / funnel re-cut detail to D1
2026-02-15-search-concerts-cache	concert-search-log	Search Log Persistence	OUT:design-doc	Decisions §4	removed-block	none	added the PK/FK/timestamptz schema detail to the UPSERT decision
2026-04-28-optimize-dev-gke-cost	gke-standard-infrastructure	Dev cluster Spot node pool boot disk SHALL be 30GB pd-standard	OUT:design-doc	already-covered	deleted-file+dir	removed-modified-capability	Decision 1 already covers this in full detail (disk type/size rationale + alternatives)
2026-05-30-guarantee-dev-image-per-main-commit	prod-image-pipeline	Every main commit SHALL have a resolvable dev AR image	OUT:runbook	already-covered	removed-block	none	D1-D5 + Risks already cover this requirement almost verbatim, including the concurrency/force-push/no-fallback details
2026-05-25-persist-user-language	user-language-preference	Repository NULL-Safe Reads on Nullable users Columns	OUT:lint	Decisions §D8	removed-block	none	clarified that safe_address's pre-existing COALESCE pattern is grandfathered, reconciling D8's COALESCE rejection with the spec's two accepted patterns
