change	old_spec	old_req_name	disposition	design_section	delta_action	proposal_action	note
2026-03-13-css-state-separation	modern-css-platform	Total `style` attribute ban in templates	OUT:design-doc	already-covered	deleted-file+dir	removed-modified-capability	Decision 4 already covers the total style-attribute ban and custom-attribute bridge
2026-03-13-css-state-separation	modern-css-platform	`color-mix()` for dynamic alpha	OUT:design-doc	already-covered	deleted-file+dir	removed-modified-capability	Decision 7 already covers color-mix() replacing hex alpha hacks
2026-03-13-css-state-separation	modern-css-platform	`translate` shorthand for transforms	OUT:design-doc	already-covered	deleted-file+dir	removed-modified-capability	Decision 8 already covers translate shorthand over transform: translateX/Y
2026-03-13-css-state-separation	modern-css-platform	No setTimeout for CSS animation timing	OUT:design-doc	Decisions §5	deleted-file+dir	removed-modified-capability	extended Decision 5 with the popover exit-animation animationend/hidePopover() detail
2026-02-27-i18n-frontend	frontend-i18n	Translation Resource Files	OUT:lint	Decisions §2	removed-block	none	extended Decision 2 with key-parity/fallback-to-JA behavior; frontend-i18n delta file not deleted (4 other requirements remain)
2026-02-27-i18n-frontend	frontend-i18n	Template String Externalization	OUT:lint	Decisions §4	removed-block	none	"extended Decision 4 with the interpolation binding syntax (t=""key;count.bind:count"")"
2026-02-27-i18n-frontend	frontend-i18n	TypeScript String Externalization	OUT:lint	already-covered	removed-block	none	Decision 4 already covers I18N.tr() for TS strings with example
2026-03-15-flatten-app-shell	app-shell-layout	Route components own page structure	OUT:design-doc	already-covered	removed-block	none	Decisions 1, 3, 4 already cover routes owning header/main, grid-stretch sizing, and app-viewport wrapper removal
2026-03-15-flatten-app-shell	app-shell-layout	Semantic HTML structure	OUT:lint	already-covered	removed-block	none	Decision 5's tag-mapping table already covers ul/li, header, search, aside, ARIA busy
2026-02-19-frontend-unit-testing	frontend-testing	Test infrastructure provides shared mock factories	OUT:lint	Decisions §2	removed-block	none	extended Decision 2 with each factory's return shape and default ILogger pre-registration; frontend-testing delta file not deleted (other requirements remain)
2026-02-19-frontend-unit-testing	frontend-testing	Coverage reporting is configured	OUT:lint	already-covered	removed-block	none	Decision 6 already covers V8 coverage config, thresholds not enforced
2026-03-11-watermill-structured-logging	watermill-structured-logging	Watermill logs use structured JSON output	OUT:design-doc	already-covered	deleted-file+dir	none	Decision 1 already covers watermill.NewSlogLogger for structured JSON; proposal.md already listed no capabilities
2026-03-11-watermill-structured-logging	watermill-structured-logging	Watermill and application logs share the same slog handler	OUT:design-doc	already-covered	deleted-file+dir	none	Decision 2 already covers threading *logging.Logger via logger.Slog() into watermill
2026-06-07-auto-discovery-series-grouping	gemini-grounded-extract-and-coerce	parseStep1Envelope Preserves Tour Grouping On EventDraft	OUT:design-doc	already-covered	deleted-file+dir	removed-modified-capability	Decision 1 already covers the intra-run tour-group handle, not a cross-run series key, not derived from source_url/title
2026-05-19-backend-symmetric-retag	prod-image-pipeline	Backend prod images SHALL be promoted to prod AR on GitHub Release tags	OUT:runbook	Decisions §D5	removed-block	none	extended D5 with digest-resolve retry (6 attempts, 60s waits, ~5min max) and strategy.fail-fast:false; prod-image-pipeline delta file not deleted (CI-SA-reader requirement remains); trimmed the now-stale proposal.md sub-bullet describing the removed requirement (capability-level bullet retained)
2026-06-25-extend-auth-session-lifetime	user-auth	Server-Side Session Monitoring Disabled	OUT:design-doc	already-covered	removed-block	none	Decision 2 + Context item 3 already cover monitorSession:false and the frame-ancestors iframe conflict; user-auth delta file not deleted (Session Restoration requirement remains); trimmed the now-stale proposal.md sub-clause (capability-level bullet retained)
