change	old_spec	old_req_name	disposition	design_section	delta_action	proposal_action	note
2026-06-26-introduce-analytics-tool	product-analytics	Event sourcing is partitioned between frontend and backend	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	Decision 5 already covers the FE/BE/paired split in depth
2026-06-26-introduce-analytics-tool	product-analytics	Backend analytics flow uses NATS and an `analytics-consumer`	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	Decision 6 already covers this exactly
2026-06-26-introduce-analytics-tool	product-analytics	PostHog SDK initialisation is deferred until after first paint	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	Decision 8 already covers requestIdleCallback deferral and event queueing
2026-06-26-introduce-analytics-tool	product-analytics	Frontend disables autocapture and automatic page-view capture	OUT:design-doc	Decisions §8	deleted-file+dir	removed-new-capability	Added missing capture_pageleave: false flag to Decision 8
2026-06-26-introduce-analytics-tool	product-analytics	Session replay masks PII by default	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	Decision 8 (masking config) + Decision 12 (dormant/deferred framing) already cover this
2026-06-26-introduce-analytics-tool	product-analytics	Product analytics and OpenTelemetry remain separated; only `trace_id` bridges	OUT:design-doc	already-covered	deleted-file+dir	removed-new-capability	Decision 10 already covers this exactly
2026-06-26-introduce-analytics-tool	product-analytics	Event catalogue is the single source of truth	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	Risks/Trade-offs already states catalogue is single source of truth, PR-reviewed
2026-06-26-introduce-analytics-tool	product-analytics	Internal and E2E traffic is excluded from product analytics	OUT:design-doc	Decisions §16	deleted-file+dir	removed-new-capability	Entirely missing from design.md; added new Decision 16 covering E2E/internal-traffic exclusion
2026-07-25-harden-jetstream-consumer-reliability	jetstream-consumer-reliability	Consumer backlog stall is detected and alerted	OUT:runbook	already-covered	removed-block	none	D4 already covers backlog alert on num_pending independent of logs
2026-07-25-harden-jetstream-consumer-reliability	jetstream-consumer-reliability	Subscription failure fails loud	OUT:runbook	already-covered	removed-block	none	D2 already covers fail-loud ERROR log + crashloop
2026-07-25-harden-jetstream-consumer-reliability	jetstream-consumer-reliability	Liveness reflects consumption health	OUT:runbook	already-covered	removed-block	none	D3 already covers liveness tied to router/durable state
2026-07-25-harden-jetstream-consumer-reliability	jetstream-consumer-reliability	Consumers are named by behavior, with a unique deliver group	OUT:design-doc	already-covered	removed-block	none	D5 already covers behavior naming grammar and unique-deliver-group invariant
2026-07-25-harden-jetstream-consumer-reliability	jetstream-consumer-reliability	Every handler receives every message (fan-out)	OUT:design-doc	already-covered	removed-block	none	D7 already covers one-consumer-per-handler fan-out with the ARTIST.created example
2026-07-25-harden-jetstream-consumer-reliability	jetstream-consumer-reliability	Subjects are named as past-tense events	OUT:design-doc	already-covered	removed-block	none	D8 already covers past-tense subject naming and the ACCOUNT->USER fold
2026-07-25-harden-jetstream-consumer-reliability	jetstream-consumer-reliability	KEDA triggers reference the live behavior-named durables	OUT:design-doc	Decisions §D5	removed-block	none	Added ongoing KEDA-trigger lock-step invariant sentence to D5 (previously only described as one-time migration step)
2026-05-15-consolidate-public-dns-on-cloudflare	apex-frontend-serving	Apex hostname SHALL be served end-to-end via the GKE Gateway with a Google-managed TLS certificate	OUT:runbook	Decisions §D8	removed-block	none	Added shared static-IP reuse + Gateway/Cloudflare TLS-boundary detail to D8
2026-05-15-consolidate-public-dns-on-cloudflare	apex-frontend-serving	Apex serving SHALL NOT use Cloudflare Proxy on initial deploy	OUT:runbook	already-covered	removed-block	none	Non-Goals + OQ4 already cover Proxy-off decision and revisit trigger
2026-05-15-consolidate-public-dns-on-cloudflare	apex-frontend-serving	Apex serving prod-stack resources SHALL be `protect: true`	OUT:runbook	already-covered	removed-block	none	D5 already covers exact protect:true resource list and dev exclusion
2026-05-15-consolidate-public-dns-on-cloudflare	cloud-dns-infrastructure	Cloudflare DNS Zone Management	OUT:design-doc	already-covered	removed-block	none	D1/D4/D7/D9/D10 collectively already cover single-zone, single-provider, ESC token, protect rules
2026-05-15-consolidate-public-dns-on-cloudflare	prod-environment-bootstrap	Prod public DNS SHALL be managed entirely by Cloudflare, with apex A record bound to the shared GKE Gateway static IP	OUT:design-doc	already-covered	removed-block	none	Covered by D1/D8/D9 plus the D8 edit made for the sibling apex-frontend-serving requirement
2026-05-01-establish-brand-vocabulary	brand-vocabulary	Entity Namespace Mirrors Protobuf Names	OUT:lint	already-covered	removed-block	none	Decision 2 already covers the mechanical HypeLevel->entity.hype mapping rule with examples
2026-05-01-establish-brand-vocabulary	brand-vocabulary	Entity Namespace Locale Parity	OUT:lint	already-covered	removed-block	none	Decision 3 already states the lint requires the same key set in both locales
2026-05-01-establish-brand-vocabulary	brand-vocabulary	Entity Name Validation	OUT:lint	Risks / Trade-offs	removed-block	none	Resolved the previously-open 'exempt or curated list' ambiguity into a definite curated-list-is-the-contract decision
2026-05-01-establish-brand-vocabulary	brand-vocabulary	Lint Script Integration	OUT:lint	already-covered	removed-block	none	Decision 5 already covers make lint wiring and script location
2026-03-10-add-layout-assertions	layout-assertions	Shell layout structural integrity	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	Decision 5 scope + boundingBox/toHaveCSS choice already cover shell layout testing approach
2026-03-10-add-layout-assertions	layout-assertions	Discover page layout containment	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	Decision 5 scope + Risks (Canvas 0x0 before init) already cover discover-page testing approach
2026-03-10-add-layout-assertions	layout-assertions	Layout test execution performance	OUT:runbook	Goals / Non-Goals	deleted-file+dir	removed-new-capability	Corrected stated budget from 3s to the shipped 5s (excluding browser launch) to match the requirement
2026-03-10-add-layout-assertions	layout-assertions	Layout tests independent of backend	OUT:runbook	already-covered	deleted-file+dir	removed-new-capability	Decision 3 already covers page.route() RPC mocking independent of backend
2026-03-15-festival-orb-effects	festival-orb-effects	Unit test coverage for stage effects	OUT:delete	already-covered	removed-block	none	Meta test-coverage directive; test content lives in the test files themselves, no design decision needed
2026-03-15-festival-orb-effects	festival-orb-effects	Unit test coverage for OrbRenderer state	OUT:delete	already-covered	removed-block	none	Meta test-coverage directive; test content lives in the test files themselves, no design decision needed
2026-03-15-festival-orb-effects	festival-orb-effects	Unit test coverage for AbsorptionAnimator comet trail	OUT:delete	already-covered	removed-block	none	Meta test-coverage directive; test content lives in the test files themselves, no design decision needed
2026-03-05-add-atlas-migration-alert	app-error-log-alerting	Atlas Operator migration failure detection	OUT:runbook	already-covered	deleted-file+dir	removed-modified-capability	Decision 1 already covers the exact log filter (resource type/namespace/container/jsonPayload.reason)
2026-03-05-add-atlas-migration-alert	app-error-log-alerting	Atlas migration alert uses same notification and rate limiting as backend alerts	OUT:runbook	Risks / Trade-offs	deleted-file+dir	removed-modified-capability	Added missing 1-hour auto-close and shared-Slack-channel detail to the alert-fatigue risk bullet
2026-03-30-improve-frontend-testability	frontend-router-query-params	Route loading hooks read query parameters via RouteNode	OUT:lint	already-covered	deleted-file+dir	removed-new-capability	Decision 4 already covers next.queryParams signature change with code/test examples
2026-03-30-improve-frontend-testability	frontend-testing	Mock helpers cover INavDimmingService and ILocalStorage	OUT:lint	Decisions §4 addendum	removed-block	none	Added note that the two mocks are shared named factories in frontend/test/helpers/, not per-file mocks
2026-03-18-extract-shared-custom-elements	semantic-dom	Dialog consolidation to bottom-sheet CE	OUT:design-doc	already-covered	deleted-file+dir	removed-modified-capability	D1-D4 already cover bottom-sheet as the sole dialog primitive and CSS removal
2026-03-18-extract-shared-custom-elements	semantic-dom	Prompt consolidation to toast CE	OUT:design-doc	already-covered	deleted-file+dir	removed-modified-capability	D5 already covers toast replacing notification-prompt + pwa-install-prompt
2026-04-08-add-gcp-cost-guardrails	gcp-cost-guardrails	Places API Daily Quota Limit (Dev)	OUT:runbook	Decisions §1	removed-block	none	Added missing backend exhaustion-behavior detail (ResourceExhausted mapping, skip venue not whole run) to Decision 1
2026-08-25-organizer-rpc-server	organizer-rpc-server	Dedicated organizer Connect server isolated by audience	OUT:design-doc	already-covered	removed-block	none	D1 already covers dedicated server, ingress host, CORS allowlist, and isolation from fan/admin
2026-03-26-add-usecase-test-coverage	usecase-test-coverage	TicketEmailUsecase Helper Tests	OUT:lint	already-covered	removed-block	none	Decision 1 + Goals already justify helper-method coverage; scenario detail is mechanical test content
