old_spec	old_req_name	disposition	target_path	new_req_name	merge_group	rewrite_flags	confidence	rationale
artist-image	ArtistImageResolver Interface	KEEP	components/usecase/artist/sync-artist-image	Artist image sync resolves found/absent/unavailable outcomes		CLASSNAME	medium	Defines the background artist-image-sync pipeline's outcome contract (populated Fanart on success, nil without error when no images exist, Unavailable error when the external service fails) — this is background pipeline behavior the corrected criterion explicitly includes
artist-image	fanart.tv API Client	OUT:design-doc					high	Concrete fanart.tv v3 HTTP client implementation (endpoint path, FANARTTV_API_KEY env var, retry/backoff specifics) is vendor-integration plumbing; the outcome contract it fulfills is already captured by the kept ArtistImageResolver Interface requirement
aurelia-template-optimization	Keyed list rendering	OUT:lint					high	Aurelia repeat.for key.bind usage is a template-authoring convention; no distinct product behavior beyond normal correct list rendering
aurelia-template-optimization	Switch-based multi-branch conditionals	OUT:lint					high	switch.bind vs if.bind is a template-authoring convention for readability, not product behavior
aurelia-template-optimization	Show binding for frequently toggled elements	OUT:lint					high	show.bind vs if.bind is a template performance/authoring convention (avoid destroy/recreate); a performance-only implementation choice
aurelia-template-optimization	Class binding syntax for conditional CSS classes	OUT:lint					high	.class binding vs string interpolation is a template-authoring style convention with no behavioral difference
aurelia-template-optimization	Throttle binding behavior on continuous event handlers	OUT:lint					high	& throttle binding behavior for touchmove/scroll handlers is a performance-only implementation choice
concert-search-internals	Usecase layer SHALL NOT import infrastructure packages	OUT:lint					high	Go Clean-Architecture import-boundary rule for internal/usecase; a code-structure/layering convention, not product behavior
concert-search-internals	Search status marking SHALL use defer pattern	OUT:lint					high	Mandates a single defer block in executeSearch for status marking; a Go code-structure convention
concert-search-internals	Time-dependent tests SHALL use testing/synctest	OUT:lint					high	Test-methodology rule for deterministic time control in tests; a test-inventory/methodology convention
concert-search-internals	resolveUserID SHALL NOT be duplicated	OUT:lint					high	DRY rule requiring a single shared resolveUserID helper; a code-structure convention
concert-search-internals	Entity construction SHALL use domain methods	OUT:lint					high	Mandates ScrapedConcert.ToConcert() over inline field assignment; a code-structure convention, no behavioral difference in the resulting entity
concert-search-log	Search Log Persistence	OUT:design-doc					high	latest_search_logs table column layout (artist_id/searched_at/last_found_at) is a persistence-schema detail internal to the search-dedup mechanism, not observable via any API or UI
database	Schema migrations MUST be applied before serving traffic	OUT:runbook					high	ArgoCD sync-wave ordering of AtlasMigration before backend Deployment rollout is deployment mechanics
database	The system MUST provide persistent relational storage	OUT:runbook					high	Cloud SQL availability-tier (ZONAL/REGIONAL) selection by SLA phase is infrastructure provisioning policy
database	Application data SHALL reside in a dedicated schema	OUT:design-doc					high	DSN search_path=app / dedicated Postgres schema naming is a persistence-layer implementation convention invisible to any client
database	Database tables SHALL NOT include metadata timestamp columns	OUT:design-doc					high	Table-design convention banning audit timestamp columns (with a historic note on tickets.minted_at/nullifiers.used_at removal) is a schema-design decision with no client-visible effect
database-migration	The system MUST apply pending database migrations on startup	OUT:design-doc					high	goose v3 startup-migration execution mechanism is a deployment/build technology decision
database-migration	The system MUST prevent concurrent migration execution	OUT:design-doc					high	PostgreSQL advisory-lock concurrency control for multi-pod startup is a deployment technology decision
database-migration	The system MUST fail startup on migration error	OUT:design-doc					high	Fail-fast startup behavior on migration error is a deployment technology decision, not product behavior
database-migration	The system MUST embed migration files in the binary	OUT:design-doc					high	go:embed for migration SQL files is a build-technology decision
database-migration	The CI pipeline MUST validate migration file ordering	OUT:lint					high	atlas-ci timestamp-ordering check on migration files is a CI pipeline validation, not product behavior
entity-domain-logic	ScrapedConcerts collection type	OUT:lint					high	Bare Go slice type alias (type ScrapedConcerts []*ScrapedConcert) carries no business rule; a code-structure convention
event-management	Trace context propagation across message broker	OUT:design-doc					high	W3C Trace Context propagation and trace_id/span_id in structured logs is observability/tracing plumbing, explicitly excluded by the corrected criterion
frontend-entity-layer	Artist entity	OUT:design-doc					high	Using the BSR-generated proto Artist class instead of custom ArtistBubble/GuestFollow interfaces is a frontend data-modeling/refactor decision; the UI shows the same artist data either way
frontend-entity-layer	FollowedArtist entity	OUT:design-doc					high	src/entities/follow.ts interface shape (nesting proto Artist instead of flattening fields) is a frontend type-design decision with no UI-visible difference
frontend-entity-layer	Concert entity	OUT:design-doc					high	src/entities/concert.ts interface shape (artist?: Artist vs flattened logoUrl/backgroundUrl fields) is a frontend type-design decision
frontend-entity-layer	Single mapping point	OUT:design-doc					high	Prohibition on intermediate field-flattening/mapping between service clients and components is a frontend architecture principle, not observable product behavior
frontend-entity-layer	Guest state stores proto Artist	OUT:design-doc					high	Storing proto Artist objects (vs {artistId, name} tuples) in guest state and serializing via toJsonString()/fromJson() is a frontend persistence-format decision; the guest-follow behavior itself is specified elsewhere
frontend-plain-date-lib	Calendar arithmetic SHALL be exposed through an implementation-agnostic interface with `CalendarDate` boundary values	OUT:design-doc					high	Internal library API-boundary shape (primitives/CalendarDate only, no native Date/Temporal leakage) is an implementation-architecture decision for an internal utility module
frontend-plain-date-lib	Invalid calendar components SHALL NOT silently roll over	NEEDS_HUMAN					low	A genuine data-correctness guarantee (no silent date roll-over) for the shared plain-date library used across lottery/sales-phase/concert date displays, but the library itself has no entity/usecase/route home in vocabulary.tsv — cross-cutting property with no entity home
frontend-runtime-config	`/config.json` SHALL conform to the AppConfig schema	KEEP	components/infrastructure/ui/fan/global/app-shell	Bootstrap validates runtime configuration before starting the app		CLASSNAME	medium	Scenario describes real user-visible bootstrap behavior: on missing/malformed required config fields, the SPA SHALL NOT call Aurelia.start() and SHALL render a minimal static error page instead — this is UI behavior of the app-shell bootstrap sequence, not merely a build/deploy schema contract
frontend-runtime-config	A checked-in `public/config.json` SHALL provide dev defaults	OUT:design-doc					high	Checked-in dev-default config.json exists purely for local `npm start`/Storybook/Playwright convenience; no production user-facing effect
frontend-runtime-config	The Service Worker SHALL bypass any cache for `/config.json`	OUT:design-doc					high	"Workbox NetworkOnly route for /config.json is a cache-strategy implementation choice, explicitly named as an excluded category (""performance-only implementation choices (cache strategy...)"")"
gemini-grounded-extract-and-coerce	ConcertSearcher executes a two-step Gemini call sequence per Search invocation	OUT:design-doc					high	Internal two-call (grounded-extract then JSON-coerce) orchestration of ConcertSearcher.Search; the returned []entity.ScrapedConcert contract is unchanged by this internal sequencing detail
gemini-grounded-extract-and-coerce	Step 1 runs a single grounded slice per the default slice configuration	OUT:design-doc					high	Internal slice-fanout configuration table and from_date offset formula (defaultStep1Slices, runStep1Slice) is implementation detail of the discovery pipeline's internal call structure
gemini-grounded-extract-and-coerce	Step 1 tools MUST be {GoogleSearch, URLContext} together; no schema	OUT:design-doc					high	Gemini GenerateContentConfig.Tools invariant enforced by an internal assertStepInvariants guard is vendor-API configuration plumbing
gemini-grounded-extract-and-coerce	Step 1 emits a per-field XML envelope with `<tour>` and `<standalone>` blocks	OUT:design-doc					high	The <extracted>/<tour>/<standalone>/<event> XML shape is an internal wire format between the Gemini prompt and the Go parser, invisible to any external client
gemini-grounded-extract-and-coerce	Step 1 fills in missing years from page context for partial dates	KEEP	components/usecase/concert/search-new-concerts	Discovered concert dates infer missing year from page context		CLASSNAME	medium	A data-correctness rule that directly determines the year in a discovered concert's date — genuine background-pipeline behavior affecting what date fans see, not merely internal orchestration
gemini-grounded-extract-and-coerce	Go-side verbatim parse extracts title, source_url, venue, country, and raw date/time strings	OUT:design-doc					high	parseStep1Envelope's internal XML-to-EventDraft unmarshalling contract (including graceful empty-slice fallback on unparseable input) is implementation detail of the parser, not a distinct product-facing rule
gemini-grounded-extract-and-coerce	Step 1 slice envelopes are merged by concatenation, not URL grouping	OUT:design-doc					high	mergeAndDedupEnvelopes' internal concatenation-not-grouping merge algorithm across parallel slices is implementation detail; the actual dedup rule is specified separately
gemini-grounded-extract-and-coerce	Step 2 receives only the JSON-coercion-relevant fields	OUT:design-doc					high	step2InputEvent/responseJSONSchema field-list is Gemini API-call schema plumbing; the admin_area local-form-vs-ISO-code rule is embedded here but subordinate to the internal schema-shape description
gemini-grounded-extract-and-coerce	Step 2's coerced output is joined back to EventDraft by index	OUT:design-doc					high	parseStep2Response's index-based join/merge mechanics (including skip-with-WARN on a missing index) is internal implementation of how Step 2 output is reattached to drafts
gemini-grounded-extract-and-coerce	Deduplication keys on (local_date, venue, start_time)	KEEP	components/usecase/concert/search-new-concerts	Discovered concerts deduplicated by date, venue, and start time		CLASSNAME	medium	Directly determines which discovered concerts survive as distinct results (e.g. 1st-stage/2nd-stage shows on the same date/venue stay distinct) — genuine data-correctness/entity-list behavior visible to fans, not merely internal merge mechanics
gemini-grounded-extract-and-coerce	SearchMetadata exposes Step1Grounded and Step2Parse	OUT:design-doc					high	"SearchMetadata/PassMetadata is an internal observability struct for logs; explicitly matches the excluded ""observability plumbing"" category"
gemini-grounded-extract-and-coerce	A/B harness emits per-step sub-objects in raw response files	OUT:runbook					high	"searcher_integration_test.go A/B evaluation harness output format is engineering-only test tooling, matching the excluded ""test inventories"" category"
gemini-grounded-extract-and-coerce	parseStep1Envelope Preserves Tour Grouping On EventDraft	OUT:design-doc					high	The intra-run tour-group handle is explicitly stated to be internal-parse-only (not a stable cross-run key, not required to derive from source_url/title) — pure implementation detail with no external observable effect
gemini-grounded-extract-and-coerce	Step 1 extracts every field in the source page's original language	KEEP	components/usecase/concert/search-new-concerts	Discovered concert fields preserve the source page's original language		CLASSNAME	medium	A data-fidelity rule directly affecting what venue/other text fans see for a discovered concert (no translation/romanization) — genuine data-correctness behavior, not internal call orchestration
gemini-grounded-extract-and-coerce	Step 1 selects the tour-specific page as source_url	KEEP	components/usecase/concert/search-new-concerts	Discovered concert source URL prefers the tour-specific page		CLASSNAME	medium	Determines which page URL is attached to a discovered concert as its provenance link — a data-quality rule fans/organizers can observe when following the source link, not merely internal heuristic plumbing
id-resolution	RPC handlers resolve Zitadel external ID to internal UUID before database access	OUT:design-doc					high	The rule about which layer (handler vs use case) performs ID resolution is an internal architecture/layering convention; a client cannot observe where in the call stack resolution happens
interceptor-chain-ordering	Interceptor Execution Order	OUT:design-doc					high	Connect-RPC interceptor registration order (tracing/access-log/error-handling/panic-recovery/claims-bridge/validation) is internal backend architecture; a client cannot observe interceptor registration order directly
interceptor-chain-ordering	Interceptor Ordering Documentation	OUT:design-doc					high	Mandates inline code comments explaining interceptor ordering rationale; a documentation/maintainability convention, not product behavior
layout-assertions	E2E selectors use data-testid for stability	OUT:lint					high	Playwright locator best-practice (data-testid over CSS class selectors) is a test-code style convention
nearby-proximity	Centroid Resolution Unit Coverage	OUT:lint					high	Mandates unit-test coverage for the internal ResolveCentroid function; a test-methodology requirement, not product behavior
non-blocking-menu-navigation	Synchronous prelude remains in loading()	NEEDS_HUMAN					low	Guarantees correct first-render state (loading flag, URL filters, hydrated guest state, banner visibility) for menu-tab routes — a real UX-correctness property (no flash of wrong state), but it applies uniformly across multiple routes (dashboard/discovery/my-artists/tickets) with no single route or global-surface vocabulary target
non-blocking-menu-navigation	Navigating away cancels the in-flight fetch	KEEP	components/infrastructure/ui/fan/global/error-banner	Navigating away from a route suppresses its cancelled fetch as an error		CLASSNAME	medium	"A user-visible-error cross-cutting rule (AbortError from a cancelled in-flight fetch SHALL NOT be logged/shown as an error) — per the tie-break rule ""user-visible errors -> ui/global/<surface>"""
notification-lifecycle	All user-facing notifications flow through the notification service	OUT:design-doc					high	Requires producers to call the notification service rather than the push sender directly; an internal call-graph/wiring requirement — the requirement itself states user-received content and delivery behavior are unchanged
notification-lifecycle	The notification identifier is propagated end-to-end	OUT:design-doc					high	Carrying notification_id into the push payload for future correlation is internal data-plumbing with no current standalone user-facing behavior (the requirement itself says so)
notification-lifecycle	Notification fan-out logs zero-recipient skips	OUT:runbook					high	Structured logging of zero-dispatch outcomes for diagnosability is operational/observability plumbing, not product behavior
private-google-access	Private DNS zone for googleapis.com	OUT:runbook					high	Private Cloud DNS zone/VIP configuration for googleapis.com is network infrastructure provisioning
private-google-access	Google API traffic bypasses Cloud NAT	OUT:runbook					high	Cloud NAT bypass routing behavior for Google API traffic is network infrastructure configuration
product-analytics	PostHog Cloud EU is the sole product-analytics platform	OUT:design-doc					high	Analytics-vendor choice and prohibition on alternative SDKs is internal measurement-platform architecture, not the product itself
product-analytics	Event names follow `domain.action[.qualifier][.outcome]` in dot.case	OUT:lint					high	Event-naming/property-casing convention enforced at code-review time is a naming-convention rule
product-analytics	Backend analytics flow uses NATS and an `analytics-consumer`	OUT:design-doc					high	NATS + analytics-consumer worker pipeline for forwarding events to PostHog is backend analytics-pipeline architecture, invisible to any product user
product-analytics	Internal and E2E traffic is excluded from product analytics	OUT:design-doc					high	Filtering internal/E2E sessions out of analytics dashboards is internal measurement-data-quality plumbing, not product behavior
sales-phase	SalesPhase Database Schema	OUT:design-doc					high	sales_phases table column layout (id/series_id/method/channel/timestamps) is a persistence-schema detail; the sales-phase behavior clients observe is specified by the entity/usecase requirements, not by table shape
semantic-dom	Semantic HTML element usage	OUT:lint					high	Markup-element-choice convention (dialog/footer/section/output over div) phrased purely as element-selection rules with no described behavioral/accessibility difference; a code-style convention
semantic-dom	Minimal div nesting depth	OUT:lint					high	Div-nesting-depth limit is a template-structure style convention with no observable behavioral effect
state-management	OnboardingService as singleton state owner	OUT:design-doc					high	Aurelia @singleton DI registration and @observable annotation choices for OnboardingService are internal state-management implementation architecture
state-management	GuestService as singleton state owner	OUT:design-doc					high	Singleton DI registration plus specific array-mutation implementation (push/splice) for guest follow/home state; the underlying guest-follow/onboarding product behavior is specified separately in route/story requirements, this row is about the service implementation pattern
state-management	GuestFollow type in entities	OUT:design-doc					high	src/entities/ TypeScript interface shape for GuestFollow ({artist, home}) is a type-definition implementation detail
state-management	Service hydration from localStorage	OUT:design-doc					high	Field-initializer hydration timing (to avoid propertyChanged firing during hydration) and localStorage read ordering is internal implementation detail
state-management	OnboardingStep string values	OUT:design-doc					high	Internal const-object/enum shape and STEP_ORDER array for OnboardingStep is implementation detail with no distinct external behavior
state-management	Single DI access path	OUT:lint					high	Grep-verifiable prohibition on resolveStore()/IStore usage in favor of resolve(IOnboardingService)/resolve(IGuestService) is a code convention
user-language-preference	Repository NULL-Safe Reads on Nullable users Columns	OUT:lint					high	"sql.NullString/COALESCE NULL-safe scan pattern is explicitly ""enforced by code review"" — a Go coding convention with no externally observable difference"
id-resolution	Handlers return NotFound when user record does not exist	KEEP	components/entity/user	Handlers return NotFound when user record does not exist		CLASSNAME	high	Cross-cutting API rule protecting the User entity (operations on a missing User return NotFound) — this is the exact example given in the corrected criterion for components/entity/<entity>, once, not duplicated per usecase
interaction-feedback	Immediate tactile acknowledgement on press	NEEDS_HUMAN					medium	A genuine app-wide UI behavior (press ripple + corner morph on every tappable control, with a reduced-motion fallback) but it is a cross-cutting shared primitive applied everywhere, not the behavior of one route or an existing global-surface component in vocabulary.tsv
